'sound$','word$','test$','tran$','timeLab','f1','f2','f3',f3f2
RealWordRep_090L48FS4,red,Test81,MissingData,933.9820071,471.6897313,1422.306945,3404.70531,1982.398365
RealWordRep_090L48FS4,web,Test84,w:$r,955.3568915,469.6522159,2213.258497,3972.558452,1759.299955
RealWordRep_090L48FS4,wet,Test85,w,980.4784905,566.6869376,2758.764841,4419.123871,1660.35903
RealWordRep_090L48FS4,rock,Test90,r,1014.225563,519.2155436,1438.577973,3587.301135,2148.723162
RealWordRep_092L49MS4,red,Test5,$w,229.8238996,394.2975581,2177.538608,3926.654671,1749.116063
RealWordRep_092L49MS4,rabbit,Test8,$w,286.1727531,568.4746962,1254.624527,3703.397965,2448.773438
RealWordRep_092L49MS4,rock,Test9,$w,291.1485601,567.4547902,2019.477811,4074.810832,2055.33302
RealWordRep_092L49MS4,wet,Test12,w,322.4697377,488.3987541,2563.515388,4257.419193,1693.903805
RealWordRep_092L49MS4,web,Test14,w:$r,338.5982289,778.1896748,2835.851058,4515.797522,1679.946464
RealWordRep_092L49MS4,rocking,Test18,$w,380.4870499,456.3234937,2119.24938,4065.650015,1946.400635
RealWordRep_092L49MS4,reading,Test20,$w:r,395.1312949,428.9786176,1910.702761,3498.840013,1588.137252
RealWordRep_092L49MS4,ring,Test21,$w,417.3905854,558.5843209,1025.383405,2747.166873,1721.783468
RealWordRep_092L49MS4,wind,Test36,w,567.7222392,338.1720201,2135.554326,3262.619011,1127.064685
RealWordRep_092L49MS4,wheel,Test39,w,640.0023408,403.569617,2568.790755,3789.484459,1220.693704
RealWordRep_092L49MS4,waiting,Test42,w,683.6793084,496.4608188,2198.728428,3064.292412,865.5639838
RealWordRep_092L49MS4,raisins,Test43,$w,688.2471647,612.0099011,2244.624319,3775.448276,1530.823957
RealWordRep_092L49MS4,rain,Test44,$w:r,693.0707044,994.676638,2582.70889,3978.32824,1395.619349
RealWordRep_092L49MS4,window,Test49,w,730.0951305,523.6057994,2437.19938,3887.781053,1450.581673
RealWordRep_092L49MS4,watch,Test55,w,797.181724,369.3881604,2263.420336,4106.699877,1843.279541
RealWordRep_092L49MS4,washer,Test57,w,841.7578994,1496.108538,2762.462689,4150.019692,1387.557003
RealWordRep_092L49MS4,running,Test59,$w,854.3935344,986.6120974,2220.866266,4147.932762,1927.066496
RealWordRep_092L49MS4,water,Test67,$other,954.7057646,307.4473162,2209.71942,3512.713477,1302.994056
RealWordRep_092L49MS4,walk,Test71,w,975.031987,549.6113429,2123.171152,3796.813277,1673.642125
RealWordRep_092L49MS4,red,Test77,$other,1033.181839,517.1167756,2630.772795,4212.543748,1581.770954
RealWordRep_092L49MS4,wet,Test82,w,1094.756738,520.6483959,2643.075881,4346.598047,1703.522166
RealWordRep_092L49MS4,web,Test83,w,1099.039653,450.4087796,1868.08448,3682.968729,1814.884248
RealWordRep_092L49MS4,rabbit,Test88,$w,1146.159297,519.6090923,1236.57563,3672.441626,2435.865996
RealWordRep_092L49MS4,rock,Test89,$w,1156.645028,497.0124285,2089.956771,3422.59859,1332.641819
RealWordRep_093L40FS3,red,Test3,$w,159.2700788,199.629938,2552.387796,3503.275819,950.8880235
RealWordRep_093L40FS3,wet,Test6,w,206.3424988,1762.832859,3262.657051,4718.940835,1456.283784
RealWordRep_093L40FS3,web,Test8,$other,223.9654698,477.1682951,2785.799942,3649.605192,863.8052495
RealWordRep_093L40FS3,rock,Test9,$w,231.0295617,404.849563,1957.514846,3274.742167,1317.227321
RealWordRep_093L40FS3,rabbit,Test10,r:$w,242.7393565,498.6479485,1797.276038,3917.904281,2120.628243
RealWordRep_093L40FS3,reading,Test19,$w,321.6572628,761.8403097,2302.396276,3909.840924,1607.444648
RealWordRep_093L40FS3,waiting,Test26,w,440.3343576,1175.199628,2601.423619,4125.73603,1524.31241
RealWordRep_093L40FS3,rocking,Test30,r:$w,477.1369265,1010.798828,2596.776024,3978.083891,1381.307868
RealWordRep_093L40FS3,walk,Test31,w,489.7251915,1449.207616,2579.518343,3842.030454,1262.512111
RealWordRep_093L40FS3,watch,Test32,w,495.0180407,465.4673598,2273.701069,3785.197174,1511.496105
RealWordRep_093L40FS3,wind,Test33,w,498.6964527,712.5683429,1765.660916,3125.291943,1359.631027
RealWordRep_093L40FS3,wheel,Test41,w,581.439976,365.4349595,2536.610615,3852.284595,1315.673981
RealWordRep_093L40FS3,window,Test46,w,615.1888555,446.4084456,1807.020623,3394.532534,1587.511912
RealWordRep_093L40FS3,running,Test61,$w,714.1988559,407.5510448,1787.323176,3565.81618,1778.493005
RealWordRep_093L40FS3,raisins,Test62,$w:r,721.5874074,455.7155986,1489.747711,3408.51036,1918.76265
RealWordRep_093L40FS3,washer,Test64,w,735.0056606,372.5416681,1835.420372,3345.838239,1510.417868
RealWordRep_093L40FS3,rain,Test66,$w:r,783.2848053,1157.235898,2662.495545,4359.56049,1697.064945
RealWordRep_093L40FS3,ring,Test72,r:$w,820.9111634,969.0355311,2140.216006,3909.263815,1769.04781
RealWordRep_093L40FS3,rabbit,Test75,$w,837.7593864,318.3010227,2228.75288,3860.31001,1631.55713
RealWordRep_093L40FS3,wet,Test78,w,895.1463956,1197.747316,2311.062948,3877.173291,1566.110343
RealWordRep_093L40FS3,rock,Test82,$w,934.3017816,343.4058546,2240.432693,3713.419126,1472.986433
RealWordRep_093L40FS3,web,Test86,$r:w,985.0964165,448.9543593,2150.001423,3904.857929,1754.856505
RealWordRep_093L40FS3,red,Test87,$w:r,989.754645,1002.939952,2621.284328,3831.455432,1210.171104
RealWordRep_095L43MS3,web,Test3,TranscribeMe!,111.0819603,533.6172811,1226.612055,3750.798861,2524.186806
RealWordRep_095L43MS3,rabbit,Test5,TranscribeMe!,152.9957813,573.6095214,1267.133728,3513.146165,2246.012438
RealWordRep_095L43MS3,rock,Test9,TranscribeMe!,175.2697109,433.949482,1393.993807,3371.551431,1977.557624
RealWordRep_095L43MS3,red,Test15,TranscribeMe!,200.8420345,447.6122732,2313.192421,3742.657109,1429.464688
RealWordRep_095L43MS3,wet,Test16,TranscribeMe!,204.6737552,462.3524492,1317.617804,3088.162026,1770.544221
RealWordRep_095L43MS3,watch,Test19,TranscribeMe!,216.8209082,366.542551,1939.801166,3292.501186,1352.70002
RealWordRep_095L43MS3,water,Test20,TranscribeMe!,219.9695665,1000.568996,1403.895048,3939.162447,2535.267399
RealWordRep_095L43MS3,walk,Test25,TranscribeMe!,261.2821083,806.3911328,1371.76335,3767.837184,2396.073834
RealWordRep_095L43MS3,window,Test38,TranscribeMe!,333.0729402,412.3822579,1687.643023,3746.132619,2058.489596
RealWordRep_095L43MS3,rain,Test43,TranscribeMe!,356.9905094,395.9439407,2054.365849,3517.447958,1463.082108
RealWordRep_095L43MS3,rocking,Test53,TranscribeMe!,401.2430629,520.3387314,1269.762167,2835.618738,1565.856572
RealWordRep_095L43MS3,reading,Test60,TranscribeMe!,441.186885,443.2516822,1776.457519,3930.81991,2154.362392
RealWordRep_095L43MS3,running,Test61,TranscribeMe!,445.0429224,478.6131879,1065.474032,3913.9933,2848.519268
RealWordRep_095L43MS3,waiting,Test63,TranscribeMe!,451.9207008,654.5896699,1955.379617,5070.544532,3115.164915
RealWordRep_095L43MS3,ring,Test65,TranscribeMe!,457.9527827,491.6964272,1393.971705,2762.375025,1368.40332
RealWordRep_095L43MS3,washer,Test70,TranscribeMe!,515.1689763,467.3764328,1594.081546,3331.861164,1737.779618
RealWordRep_095L43MS3,wet,Test76,TranscribeMe!,541.2217591,449.4509141,1997.49204,4026.289785,2028.797745
RealWordRep_095L43MS3,rabbit,Test80,TranscribeMe!,555.3841616,399.9932412,2215.36689,4095.691329,1880.324439
RealWordRep_095L43MS3,web,Test81,TranscribeMe!,570.5306808,483.2703939,1209.418926,2923.794378,1714.375452
RealWordRep_095L43MS3,rock,Test83,TranscribeMe!,584.8426554,669.1775588,2896.525352,4389.873417,1493.348065
RealWordRep_095L43MS3,red,Test87,TranscribeMe!,603.4918082,856.2755338,2310.354683,4032.184593,1721.82991
RealWordRep_097L51FS4,wet,Test1,$other,115.2903343,368.051119,2230.137037,3312.251473,1082.114435
RealWordRep_097L51FS4,wet,Test1,,122.9077818,688.9791181,2479.608002,3573.385176,1093.777173
RealWordRep_097L51FS4,red,Test9,$other,197.3795031,1386.775873,2459.534207,3971.199903,1511.665696
RealWordRep_097L51FS4,web,Test10,$other,201.175826,296.7404282,2027.195569,3261.10317,1233.907602
RealWordRep_097L51FS4,rock,Test11,$w,205.1852901,1814.410164,2936.943699,4602.134486,1665.190787
RealWordRep_097L51FS4,rabbit,Test16,$w:r,248.7047042,308.4272226,2307.483842,3822.710155,1515.226313
RealWordRep_097L51FS4,ring,Test21,$other,311.5631273,553.1765027,2444.284232,3679.862702,1235.578471
RealWordRep_097L51FS4,ring,Test21,,440.5862206,349.5929634,2660.162957,4262.808149,1602.645191
RealWordRep_097L51FS4,walk,Test30,w,491.1497599,1142.880934,2870.900171,4218.118011,1347.217839
RealWordRep_097L51FS4,running,Test33,$w:r,506.3518174,358.6893092,1860.426966,3789.104799,1928.677833
RealWordRep_097L51FS4,waiting,Test34,w:$r,509.5943048,679.6543455,1878.853927,4167.016543,2288.162616
RealWordRep_097L51FS4,wind,Test36,w,516.4832932,401.7376088,2177.471339,3588.306644,1410.835305
RealWordRep_097L51FS4,window,Test39,w:$r,575.1697842,955.3512441,2322.832958,4365.313718,2042.48076
RealWordRep_097L51FS4,wheel,Test48,$other,614.0018763,269.2607371,1864.716154,3371.196558,1506.480404
RealWordRep_097L51FS4,wheel,Test48,,618.4744176,406.2929845,1943.37247,3288.682346,1345.309875
RealWordRep_097L51FS4,washer,Test51,$other,650.4699856,403.9719567,1892.562158,3446.375687,1553.813529
RealWordRep_097L51FS4,watch,Test63,w,736.4477157,253.156185,1355.398209,3268.379535,1912.981326
RealWordRep_097L51FS4,reading,Test68,$other,764.5607223,652.8123054,2392.164019,3628.223042,1236.059023
RealWordRep_097L51FS4,reading,Test68,,773.261136,410.98005,1767.363212,3380.243782,1612.880569
RealWordRep_097L51FS4,raisins,Test70,r:$w,784.6282195,779.16026,2435.416035,3717.727397,1282.311362
RealWordRep_097L51FS4,water,Test71,w,788.7455003,636.386962,1704.251248,3333.730723,1629.479475
RealWordRep_097L51FS4,rain,Test72,$other,791.7219676,1714.296232,2603.147513,4372.466877,1769.319364
RealWordRep_097L51FS4,rocking,Test73,$other,795.4279475,368.2534456,2090.526012,3614.819784,1524.293772
RealWordRep_097L51FS4,rocking,Test73,,798.982049,403.687064,2112.822439,3797.460631,1684.638192
RealWordRep_097L51FS4,rocking,Test73,,804.3280214,503.7808307,2081.167888,3743.401639,1662.233751
RealWordRep_097L51FS4,web,Test75,$other,818.8144604,321.8325855,2207.434979,4075.445465,1868.010486
RealWordRep_097L51FS4,web,Test75,,823.0191935,383.6280577,1811.417841,3596.893606,1785.475764
RealWordRep_097L51FS4,web,Test75,,828.3925213,1068.48358,2516.448749,3823.092332,1306.643583
RealWordRep_097L51FS4,red,Test77,$other,838.8313429,323.2924959,1917.488963,3529.66304,1612.174077
RealWordRep_097L51FS4,rabbit,Test86,r:$w,913.8071331,355.6827064,1939.912699,3416.476043,1476.563344
RealWordRep_097L51FS4,wet,Test88,$other,919.8992724,1108.405668,2588.169139,4175.922362,1587.753223
RealWordRep_097L51FS4,wet,Test88,,923.311553,366.7071217,2521.958393,3967.325129,1445.366737
RealWordRep_097L51FS4,wet,Test88,,927.1914555,370.0811346,1811.306673,3675.611178,1864.304505
RealWordRep_097L51FS4,rock,Test89,$w:r,931.9404161,810.2433928,2000.121359,4028.3051,2028.183741
RealWordRep_098L51FS4,web,Test2,w,104.8693002,328.9323783,2264.127453,3306.565459,1042.438006
RealWordRep_098L51FS4,red,Test7,$w,155.9350784,420.1299506,2228.711448,4472.981748,2244.2703
RealWordRep_098L51FS4,rock,Test10,$w,172.1435552,397.9643774,1883.058485,4013.998849,2130.940364
RealWordRep_098L51FS4,wet,Test12,w,188.0294113,537.0043547,2070.036756,3496.499391,1426.462635
RealWordRep_098L51FS4,rocking,Test21,$other,255.597954,998.410383,1734.206597,3019.202163,1284.995567
RealWordRep_098L51FS4,walk,Test27,w,294.0482326,629.9148763,2174.759213,3808.208569,1633.449356
RealWordRep_098L51FS4,rain,Test28,$w,298.7808724,532.6598595,2243.098023,3545.770703,1302.672681
RealWordRep_098L51FS4,window,Test37,w,347.0451145,1111.360126,2846.109287,4573.176844,1727.067557
RealWordRep_098L51FS4,running,Test53,$w,425.5257683,409.7967256,1813.396968,3703.106824,1889.709856
RealWordRep_098L51FS4,wind,Test56,w,439.1137716,520.8376669,2033.537518,3662.265706,1628.728188
RealWordRep_098L51FS4,raisins,Test57,$w:r,443.7973077,1040.490823,2516.700362,3997.482594,1480.782232
RealWordRep_098L51FS4,watch,Test61,w,465.5358667,890.9713998,2080.056571,4966.514418,2886.457848
RealWordRep_098L51FS4,washer,Test62,w,469.2840344,1372.275485,2688.102473,3877.267484,1189.165011
RealWordRep_098L51FS4,waiting,Test64,MissingData,480.3905425,613.1092731,1201.32898,3204.481209,2003.152229
RealWordRep_098L51FS4,ring,Test69,$w,505.5958452,962.5884387,2833.653349,4243.746922,1410.093573
RealWordRep_098L51FS4,water,Test71,w,515.1428946,440.2333692,1971.715611,3283.676985,1311.961374
RealWordRep_098L51FS4,wet,Test76,w,537.614122,1090.496414,2363.205634,4012.383127,1649.177492
RealWordRep_098L51FS4,red,Test78,$w,555.3036938,1199.433707,2202.379943,3600.021375,1397.641432
RealWordRep_098L51FS4,web,Test81,w:$r,571.954934,1418.810847,3098.427151,4666.096407,1567.669256
RealWordRep_098L51FS4,rabbit,Test83,r:$w,579.9060813,756.8857467,2168.046831,3723.98485,1555.938019
RealWordRep_098L51FS4,rock,Test90,$w,612.8562282,873.6622069,2687.701956,4321.672515,1633.970559
RealWordRep_099L51FS4,red,Test1,$w:r,86.01319549,679.5844551,1518.607077,4249.680551,2731.073475
RealWordRep_099L51FS4,rabbit,Test5,$other,109.7722199,1019.936803,1993.205127,3219.44438,1226.239254
RealWordRep_099L51FS4,wet,Test8,$other,121.671589,1052.672465,1634.158172,3129.331003,1495.172831
RealWordRep_099L51FS4,wet,Test8,,126.2246341,1315.607286,3118.235238,3572.340109,454.1048713
RealWordRep_099L51FS4,wet,Test8,,131.8978602,1116.065066,2872.802941,4580.092361,1707.28942
RealWordRep_099L51FS4,rock,Test10,$other,140.8804484,335.9283826,2203.299817,3858.574661,1655.274843
RealWordRep_099L51FS4,web,Test13,w,155.5449912,662.4479884,2086.630995,3550.469977,1463.838982
RealWordRep_099L51FS4,raisins,Test21,$w:r,210.2715751,855.2720438,2530.587696,4002.607872,1472.020177
RealWordRep_099L51FS4,watch,Test22,w,214.5290511,515.4799778,1834.374041,3681.705023,1847.330982
RealWordRep_099L51FS4,wheel,Test23,w,219.8189922,820.0753366,2533.010507,4390.559682,1857.549175
RealWordRep_099L51FS4,waiting,Test26,$other,232.5320115,795.1029805,2305.15211,3763.429381,1458.277271
RealWordRep_099L51FS4,reading,Test27,r:$w,236.9744966,1349.012262,2538.404789,3937.383312,1398.978524
RealWordRep_099L51FS4,ring,Test29,$w:r,258.0698725,508.2982193,2204.743355,4262.656699,2057.913344
RealWordRep_099L51FS4,walk,Test36,$other,302.646511,945.8174129,1619.172744,3143.533804,1524.361059
RealWordRep_099L51FS4,running,Test42,$w:r,330.5165672,715.5330128,2384.659138,3247.479493,862.8203551
RealWordRep_099L51FS4,water,Test52,w,385.1727391,617.5774,1898.105384,3179.252178,1281.146795
RealWordRep_099L51FS4,window,Test53,w:$r,389.8328783,546.3713918,2013.922163,3236.513744,1222.591581
RealWordRep_099L51FS4,washer,Test54,$other,395.5200489,800.4420618,1615.901398,3341.891585,1725.990186
RealWordRep_099L51FS4,rocking,Test60,$w:r,424.2017059,524.2186287,1410.838628,3895.52397,2484.685341
RealWordRep_099L51FS4,rain,Test68,$w:r,476.0702411,1389.077198,3042.665671,4450.8793,1408.213629
RealWordRep_099L51FS4,wind,Test69,$other,480.5609274,1406.40454,2736.574373,4017.231225,1280.656852
RealWordRep_099L51FS4,rabbit,Test77,$w:r,525.5359931,1193.661373,2767.299122,4420.720983,1653.42186
RealWordRep_099L51FS4,wet,Test81,$other,551.223811,1285.721013,2084.254318,3256.107065,1171.852747
RealWordRep_099L51FS4,red,Test83,$w,559.00429,414.124692,2271.938335,3675.144246,1403.205911
RealWordRep_099L51FS4,web,Test84,w,563.4878788,552.7955713,2076.910629,4048.372453,1971.461824
RealWordRep_099L51FS4,rock,Test87,$w,576.3367487,457.0410038,2219.413195,3264.975019,1045.561825
RealWordRep_100L51MS4,wet,Test4,w,156.86863,355.0204143,1137.752168,3451.037767,2313.2856
RealWordRep_100L51MS4,rock,Test8,$other,204.4302669,1433.664745,1553.856342,2979.038999,1425.182657
RealWordRep_100L51MS4,web,Test11,w,223.0682289,656.9222604,2756.253896,3970.529584,1214.275688
RealWordRep_100L51MS4,rabbit,Test16,r,288.6674321,533.3630781,1445.108398,3415.10552,1969.997122
RealWordRep_100L51MS4,wheel,Test25,w,363.8313014,448.4646963,1688.921752,3171.299296,1482.377544
RealWordRep_100L51MS4,rocking,Test29,$other,388.5055042,997.2195797,2356.423701,3579.867433,1223.443732
RealWordRep_100L51MS4,wind,Test30,$other,392.2667641,448.4313721,1845.041811,3357.845877,1512.804066
RealWordRep_100L51MS4,walk,Test34,w,425.035201,517.1961333,2528.938333,3696.933082,1167.994749
RealWordRep_100L51MS4,ring,Test35,$w:r,428.5939622,492.6866869,3115.264807,3781.377388,666.112581
RealWordRep_100L51MS4,waiting,Test44,w,499.2451316,613.273813,2386.86005,3971.811424,1584.951374
RealWordRep_100L51MS4,water,Test49,w,533.7410457,658.2432243,1422.962774,3081.289411,1658.326637
RealWordRep_100L51MS4,reading,Test52,$w:r,553.8740212,610.3993044,1745.583231,3812.541839,2066.958608
RealWordRep_100L51MS4,watch,Test58,w,602.0773309,569.1596112,2870.6155,3956.483538,1085.868038
RealWordRep_100L51MS4,washer,Test60,w,610.6075986,636.5132277,1282.824041,3302.757431,2019.933391
RealWordRep_100L51MS4,window,Test62,w,620.3992958,448.1228304,1293.864239,3280.505881,1986.641642
RealWordRep_100L51MS4,rain,Test64,r:$w,637.8288748,432.3815363,1509.013854,3399.048243,1890.03439
RealWordRep_100L51MS4,raisins,Test67,r,675.5787482,586.6980725,2666.230715,3939.521267,1273.290552
RealWordRep_100L51MS4,running,Test68,$other,680.8625487,402.7556143,1995.616263,3771.172932,1775.556669
RealWordRep_100L51MS4,rabbit,Test78,r,780.4498863,650.1693777,1376.713841,3621.46245,2244.748609
RealWordRep_100L51MS4,rock,Test84,r,838.9352803,601.7016463,1646.934368,3627.946666,1981.012298
RealWordRep_100L51MS4,red,Test85,r,842.4620989,648.83364,1751.817042,2381.355313,629.5382711
RealWordRep_100L51MS4,web,Test86,w,847.14548,500.008401,2249.02918,4154.685091,1905.655911
RealWordRep_100L51MS4,wet,Test90,w,885.1143794,541.9878917,1575.550676,3548.130424,1972.579748
RealWordRep_101L51MS4,rabbit,Test3,r,80.31385256,440.867878,2218.519212,4189.646676,1971.127464
RealWordRep_101L51MS4,rock,Test7,r,106.7021527,904.1308882,1872.834043,3983.183756,2110.349713
RealWordRep_101L51MS4,wet,Test8,w,110.8351457,565.5505531,2742.065197,4271.953569,1529.888372
RealWordRep_101L51MS4,web,Test9,w,115.2122437,621.0216642,2621.255458,3884.733904,1263.478447
RealWordRep_101L51MS4,red,Test10,r,130.3211743,554.4833977,1552.624671,3266.63289,1714.008219
RealWordRep_101L51MS4,wind,Test26,w:$r,250.0656866,511.3462898,2039.172805,3832.765898,1793.593093
RealWordRep_101L51MS4,walk,Test28,w:$r,262.5055721,631.4376796,1685.351737,3880.285776,2194.934039
RealWordRep_101L51MS4,waiting,Test29,w,266.0821174,995.2138283,2029.826567,3514.476648,1484.65008
RealWordRep_101L51MS4,window,Test36,MissingData,318.4128105,619.5035416,2011.480756,3718.976613,1707.495857
RealWordRep_101L51MS4,ring,Test37,r,321.7433862,591.8729799,1875.598246,3357.280055,1481.681809
RealWordRep_101L51MS4,wheel,Test42,w,357.6325481,609.5237188,1859.532425,3573.468947,1713.936523
RealWordRep_101L51MS4,reading,Test43,MissingData,365.4402897,1790.060412,2299.164809,3758.755105,1459.590296
RealWordRep_101L51MS4,watch,Test49,w,402.542918,549.0944379,2475.8208,4137.538445,1661.717645
RealWordRep_101L51MS4,water,Test57,w,459.6367358,637.1544878,1916.399298,4215.319815,2298.920517
RealWordRep_101L51MS4,rain,Test60,r,470.18778,620.0450023,1771.015313,2428.957515,657.9422012
RealWordRep_101L51MS4,rocking,Test65,r,507.401931,535.6104096,1580.75386,3485.337503,1904.583642
RealWordRep_101L51MS4,washer,Test71,w,553.245478,522.4686239,2246.872078,3893.477535,1646.605457
RealWordRep_101L51MS4,rock,Test78,r:$w,588.2827787,662.385576,2249.452616,3690.026825,1440.574209
RealWordRep_101L51MS4,web,Test79,w,592.4822111,1879.372428,3198.519764,4457.647473,1259.127709
RealWordRep_101L51MS4,rabbit,Test82,r,617.6726228,686.8849684,1914.077232,3761.535686,1847.458454
RealWordRep_101L51MS4,red,Test86,r,650.5699601,585.794895,1922.310093,2329.21171,406.9016179
RealWordRep_101L51MS4,wet,Test88,w,661.5957657,592.4402262,2458.453643,3819.986923,1361.533279
RealWordRep_104L45MS3,rabbit,Test2,r,101.9027458,648.577531,1627.639316,3228.487441,1600.848125
RealWordRep_104L45MS3,rock,Test7,r,178.9826643,746.7244333,1733.078422,3414.30363,1681.225208
RealWordRep_104L45MS3,wet,Test8,w,184.455197,524.0226385,906.2332509,3524.192274,2617.959023
RealWordRep_104L45MS3,red,Test9,r:$w,189.9885483,982.4057588,2653.858881,4320.026,1666.167118
RealWordRep_104L45MS3,web,Test10,w,200.4783901,225.720998,2025.347607,3568.052061,1542.704454
RealWordRep_104L45MS3,watch,Test19,w,302.4453458,1128.884823,3035.446812,4600.25981,1564.812998
RealWordRep_104L45MS3,water,Test21,w,312.1881213,564.0596952,2077.731437,3609.417024,1531.685587
RealWordRep_104L45MS3,raisins,Test22,r,317.1147993,1243.571182,2245.752722,3721.963744,1476.211022
RealWordRep_104L45MS3,rocking,Test28,r,355.8376402,494.7210637,1479.849819,3218.813159,1738.96334
RealWordRep_104L45MS3,ring,Test33,r,415.4522409,1812.917729,3006.012556,4498.392105,1492.379549
RealWordRep_104L45MS3,running,Test34,r,424.1233903,1121.302369,2508.602447,4089.551365,1580.948919
RealWordRep_104L45MS3,waiting,Test36,w,432.2763186,971.4981216,2717.776429,4180.5583,1462.781871
RealWordRep_104L45MS3,walk,Test46,w,535.7114452,600.1417763,1948.201866,3383.463926,1435.262059
RealWordRep_104L45MS3,washer,Test47,w,540.129862,409.7840404,1652.556899,3353.237425,1700.680526
RealWordRep_104L45MS3,window,Test53,w,597.1324814,582.7261345,1262.47936,4267.484147,3005.004787
RealWordRep_104L45MS3,wind,Test56,w,620.862401,352.0167536,2385.698874,3661.429538,1275.730665
RealWordRep_104L45MS3,reading,Test58,r:$w,644.0352069,696.1566212,2349.963487,3952.038287,1602.0748
RealWordRep_104L45MS3,wheel,Test68,w,815.9409572,1114.510086,2238.802907,3744.711462,1505.908555
RealWordRep_104L45MS3,rain,Test69,$w:r,819.8671694,887.7479962,2494.247503,3947.633894,1453.386391
RealWordRep_104L45MS3,red,Test76,r,856.8542251,173.2271081,2130.93247,3474.20937,1343.2769
RealWordRep_104L45MS3,wet,Test79,w,880.5760347,494.0144849,2393.651888,3900.814629,1507.162741
RealWordRep_104L45MS3,rock,Test83,r,932.5582035,463.1607458,1557.711087,3190.375912,1632.664825
RealWordRep_104L45MS3,rabbit,Test86,r,968.7975355,736.9297025,2220.978105,3892.101415,1671.12331
RealWordRep_104L45MS3,web,Test90,w,1058.568613,328.1479681,2354.753994,4050.331027,1695.577034
RealWordRep_106L42FS3,rabbit,Test1,$other,118.9997792,570.068606,2793.686277,3599.21016,805.5238831
RealWordRep_106L42FS3,red,Test2,r:$w,125.523753,436.9588069,2317.621382,2796.295914,478.6745321
RealWordRep_106L42FS3,wet,Test3,w:$r,130.5471487,546.480901,2605.566965,4243.58446,1638.017495
RealWordRep_106L42FS3,rock,Test13,r,233.3576362,694.9104558,2582.149803,4377.505742,1795.355939
RealWordRep_106L42FS3,web,Test16,w:$r,314.6019855,581.7087895,1138.352839,3624.316769,2485.963931
RealWordRep_106L42FS3,running,Test19,$other,342.6618029,1296.555436,1896.868618,3593.373181,1696.504563
RealWordRep_106L42FS3,window,Test27,w,415.295225,707.360849,2410.493885,3516.173549,1105.679665
RealWordRep_106L42FS3,wind,Test28,w,428.7345212,390.6914342,1695.085535,3173.668773,1478.583238
RealWordRep_106L42FS3,waiting,Test37,w,534.4782986,651.3074305,1396.921669,3362.409218,1965.487548
RealWordRep_106L42FS3,raisins,Test42,r,597.4463448,1927.470967,2318.093909,4518.535494,2200.441585
RealWordRep_106L42FS3,rain,Test45,r,631.5893022,1668.433717,1961.244207,3495.686035,1534.441828
RealWordRep_106L42FS3,reading,Test47,r,668.959284,710.0699764,1812.744271,3932.788369,2120.044098
RealWordRep_106L42FS3,rocking,Test51,r,727.8880448,492.4807071,1966.02731,3776.835175,1810.807865
RealWordRep_106L42FS3,ring,Test54,r:$w,749.9273971,783.36351,2125.037424,3307.627226,1182.589802
RealWordRep_106L42FS3,wheel,Test56,$other,764.100511,442.4691941,2378.474628,3610.072288,1231.59766
RealWordRep_106L42FS3,water,Test61,w,806.0886104,614.6192243,1427.695127,3729.538669,2301.843543
RealWordRep_106L42FS3,watch,Test63,w,818.8090796,629.2629342,2312.809881,3957.685837,1644.875956
RealWordRep_106L42FS3,washer,Test68,w,877.4127922,1443.57226,2647.7244,3493.040058,845.3156576
RealWordRep_106L42FS3,walk,Test70,w,887.5845061,797.5378395,2161.516776,4540.652236,2379.13546
RealWordRep_106L42FS3,rabbit,Test75,r:$w,999.4914049,578.1775083,2358.472563,3694.20326,1335.730697
RealWordRep_106L42FS3,rock,Test79,r,1056.369214,582.3175388,1800.659833,3020.273417,1219.613584
RealWordRep_106L42FS3,web,Test84,w,1114.590021,507.8196229,2252.008832,3723.767037,1471.758205
RealWordRep_106L42FS3,red,Test85,r:$w,1134.222989,480.5138876,2194.614447,3173.359809,978.7453617
RealWordRep_106L42FS3,wet,Test88,w,1165.635664,658.4245926,2288.009391,4175.978359,1887.968968
RealWordRep_107L46MS4,wet,Test8,w,241.2804658,806.8805961,1090.098051,3929.704634,2839.606583
RealWordRep_107L46MS4,web,Test12,w,354.6036436,851.1636877,1723.824357,3243.452792,1519.628435
RealWordRep_107L46MS4,red,Test14,$w:r,402.5675453,437.0242445,2405.978728,3711.601376,1305.622648
RealWordRep_107L46MS4,rock,Test16,$w,429.8087102,403.5404983,2372.213546,3702.765546,1330.552
RealWordRep_107L46MS4,running,Test24,$w:r,525.3879329,454.5187823,2132.840067,3643.270431,1510.430364
RealWordRep_107L46MS4,reading,Test28,$w,585.4038059,568.7486325,2311.652616,3256.976247,945.3236305
RealWordRep_107L46MS4,raisins,Test30,$w,611.9070443,506.9954478,2305.236937,3787.787524,1482.550587
RealWordRep_107L46MS4,water,Test37,w,689.5512403,432.870592,1472.36107,3016.354855,1543.993786
RealWordRep_107L46MS4,ring,Test40,$w:r,796.0953929,404.061002,2313.651424,3355.612259,1041.960835
RealWordRep_107L46MS4,washer,Test43,w,830.3268603,822.021709,1059.661073,4168.466864,3108.80579
RealWordRep_107L46MS4,walk,Test48,w:$r,871.3422015,347.8437999,732.1109032,3242.250616,2510.139713
