'sound$','word$','test$','tran$','timeLab','f1','f2','f3',f3f2
RealWordRep_036L40FA3,window,Test35,w:$r,708.6553183,675.8812317,1390.831755,4159.648389,2768.816633
RealWordRep_036L40FA3,rocking,Test49,r:$w,847.6332454,607.8136167,2462.469296,3873.920368,1411.451073
RealWordRep_036L40FA3,reading,Test52,MissingData,869.7122177,489.3475693,2122.53181,4035.843676,1913.311866
RealWordRep_036L40FA3,running,Test57,r:$w,900.425503,547.4501416,1556.520741,3225.292737,1668.771996
RealWordRep_036L40FA3,wheel,Test63,w:$r,919.378696,398.6642928,2685.822556,3621.248775,935.4262184
RealWordRep_036L40FA3,web,Test78,$other,1078.268072,569.5123007,2527.896028,3731.729839,1203.833811
RealWordRep_036L40FA3,rabbit,Test79,r,1081.478067,577.7565687,1702.521348,3637.284763,1934.763415
RealWordRep_036L40FA3,wet,Test82,$other,1091.173529,2045.0161,2968.698877,3757.034796,788.335919
RealWordRep_036L40FA3,rock,Test83,r,1094.08605,771.0806636,2558.183247,4066.191733,1508.008486
RealWordRep_036L40FA3,red,Test87,$other,1135.667792,947.4050361,1885.635138,2978.169169,1092.534031
RealWordRep_036L40FA3,water,Test89,w:$r,1142.805987,451.7405182,2137.018974,3844.589646,1707.570672
RealWordRep_036L40FA3,washer,Test90,w:$r,1145.827994,733.6796912,1647.879072,3125.275416,1477.396344
RealWordRep_037L49MS4,red,Test1,r:$w,75.87450817,772.0288195,2551.207297,4258.389927,1707.182631
RealWordRep_037L49MS4,rabbit,Test2,r,81.41678956,497.0976473,1972.480368,3105.970439,1133.490071
RealWordRep_037L49MS4,rock,Test3,$w:r,85.36582056,1451.345118,3312.333437,4968.733555,1656.400118
RealWordRep_037L49MS4,wet,Test5,w,96.46728799,1280.833934,2804.260177,4278.352409,1474.092233
RealWordRep_037L49MS4,web,Test15,w,197.3884981,374.2186032,2120.081896,3698.494634,1578.412739
RealWordRep_037L49MS4,walk,Test27,w,328.458308,609.4112655,1379.984204,3953.789107,2573.804904
RealWordRep_037L49MS4,watch,Test29,w:$r,342.6854879,546.8232514,2297.933143,3430.402871,1132.469728
RealWordRep_037L49MS4,reading,Test30,r:$w,357.2149142,483.1657959,2105.279499,3420.668895,1315.389396
RealWordRep_037L49MS4,water,Test31,w,364.7950556,492.6813202,2871.598689,4137.926254,1266.327565
RealWordRep_037L49MS4,rain,Test34,r,379.6216588,1727.66517,2786.450635,4284.614036,1498.163402
RealWordRep_037L49MS4,ring,Test40,r:$w,472.8663493,1348.881206,3086.833689,4807.044442,1720.210754
RealWordRep_037L49MS4,waiting,Test43,w,496.2883598,488.7819464,908.1675988,3256.181842,2348.014243
RealWordRep_037L49MS4,running,Test50,r:$w,576.2703012,580.7366558,2363.787551,4196.334271,1832.54672
RealWordRep_037L49MS4,rocking,Test60,r:$w,655.9103623,692.6809161,1360.476298,3201.671279,1841.194981
RealWordRep_037L49MS4,wheel,Test64,w,676.9553382,767.4120438,2587.307516,3341.609847,754.3023306
RealWordRep_037L49MS4,wind,Test69,w,710.2313631,525.9439989,2864.343164,4515.186599,1650.843435
RealWordRep_037L49MS4,raisins,Test70,r:$w,715.4497183,521.0166541,2943.145755,3824.830587,881.6848311
RealWordRep_037L49MS4,window,Test73,$other,751.097523,592.2913946,2241.746242,3671.842242,1430.096
RealWordRep_037L49MS4,wet,Test79,w,802.2468071,446.9684751,1758.169378,3265.141424,1506.972046
RealWordRep_037L49MS4,red,Test80,r,808.7196232,994.8616586,2583.636944,4478.672979,1895.036034
RealWordRep_037L49MS4,rabbit,Test82,r:$w,822.642027,565.7907519,2261.273591,3649.632552,1388.358961
RealWordRep_037L49MS4,web,Test85,w,849.0650888,483.844029,2606.402031,3774.891846,1168.489815
RealWordRep_037L49MS4,rock,Test88,r,888.3532113,556.4684939,2023.446631,3767.718668,1744.272037
RealWordRep_038L40MS3,rabbit,Test1,$w,120.5650091,885.0771713,3439.66879,4869.886559,1430.217769
RealWordRep_038L40MS3,rock,Test6,$w,195.2686893,1137.066538,3067.336571,4315.670472,1248.333901
RealWordRep_038L40MS3,web,Test9,w,245.7730228,933.1052197,2267.946068,3956.02845,1688.082382
RealWordRep_038L40MS3,red,Test10,,256.6548669,1560.435483,3305.122888,4090.444579,785.3216908
RealWordRep_038L40MS3,wet,Test13,w,295.8093633,923.6663629,2601.630498,4100.106095,1498.475597
RealWordRep_038L40MS3,wind,Test18,w,346.5739495,1030.799378,2429.659199,3726.526256,1296.867057
RealWordRep_038L40MS3,wheel,Test20,w,363.5104227,1378.598014,3402.599192,5216.717973,1814.118781
RealWordRep_038L40MS3,waiting,Test26,w:$r,408.3877914,1050.178523,2664.351033,4395.489126,1731.138093
RealWordRep_038L40MS3,ring,Test28,$w,419.3732532,603.4917652,2960.667551,3889.809187,929.1416358
RealWordRep_038L40MS3,rocking,Test30,$w,429.9693323,610.1448499,2290.3197,3440.051116,1149.731416
RealWordRep_038L40MS3,water,Test33,w,451.0686192,306.8271665,2192.413678,3433.130796,1240.717118
RealWordRep_038L40MS3,reading,Test42,$w,526.0730784,1086.192809,2639.970538,3859.082695,1219.112157
RealWordRep_038L40MS3,window,Test48,w,627.0921848,1076.632828,3147.02692,4410.45756,1263.43064
RealWordRep_038L40MS3,raisins,Test56,$w,763.944747,1390.115796,3353.924588,4550.406346,1196.481757
RealWordRep_038L40MS3,washer,Test60,w,795.6400574,1117.053006,2599.06154,4324.851522,1725.789983
RealWordRep_038L40MS3,watch,Test65,w,855.5050308,981.6942299,2419.923938,3453.724017,1033.800079
RealWordRep_038L40MS3,running,Test67,$w,867.6604953,1074.375148,2974.236538,5061.034531,2086.797992
RealWordRep_038L40MS3,walk,Test71,w,896.4384875,1554.585666,3265.904921,4817.572124,1551.667203
RealWordRep_038L40MS3,rain,Test73,$w,906.6919152,1133.024754,2343.795878,4206.6635,1862.867622
RealWordRep_038L40MS3,red,Test76,$w,946.6639037,1089.651363,2276.507271,3655.131191,1378.623921
RealWordRep_038L40MS3,web,Test77,w,952.0617373,428.5499512,2371.416583,3574.725332,1203.308749
RealWordRep_038L40MS3,wet,Test79,w,991.167133,1106.275563,2200.368913,3518.902342,1318.533429
RealWordRep_038L40MS3,rock,Test84,$w,1047.971032,814.7742981,2085.723762,3334.918595,1249.194832
RealWordRep_038L40MS3,rabbit,Test86,$w,1069.448928,1000.286908,2669.63442,3327.272348,657.6379272
RealWordRep_039L48MS4,web,Test1,w:$r,205.280231,438.3511716,1460.10216,3512.617072,2052.514912
RealWordRep_039L48MS4,red,Test9,$w,281.7841196,811.6009602,2575.014932,4384.374575,1809.359643
RealWordRep_039L48MS4,rock,Test11,$w:r,293.4772086,350.6188058,1812.23723,3377.816354,1565.579124
RealWordRep_039L48MS4,rabbit,Test14,$w:r,308.1604402,302.3711383,2158.368448,3452.616244,1294.247797
RealWordRep_039L48MS4,wet,Test16,w:$r,318.893196,546.5205173,1470.940162,3473.154152,2002.21399
RealWordRep_039L48MS4,ring,Test17,$w:r,323.7650773,1943.838209,3217.556017,4740.243919,1522.687901
RealWordRep_039L48MS4,raisins,Test19,$w,334.2369488,1562.510352,3258.923141,4728.15851,1469.235369
RealWordRep_039L48MS4,wheel,Test20,MissingData,339.1035416,1484.617223,3083.110211,4160.434835,1077.324624
RealWordRep_039L48MS4,walk,Test22,w,360.495401,1140.170954,2420.189037,3957.863425,1537.674388
RealWordRep_039L48MS4,running,Test24,$w,369.6630632,340.0161333,2368.151998,4082.146789,1713.994791
RealWordRep_039L48MS4,wind,Test42,$other,500.6665237,981.8475926,2483.998746,4332.696798,1848.698053
RealWordRep_039L48MS4,reading,Test43,$w,505.3003041,296.0563753,1752.20927,3345.777058,1593.567788
RealWordRep_039L48MS4,rocking,Test48,$w:r,531.3653525,359.811786,1688.505698,3429.83643,1741.330732
RealWordRep_039L48MS4,waiting,Test50,w:$r,546.0189085,409.6670242,2098.160906,3675.868169,1577.707263
RealWordRep_039L48MS4,rain,Test60,$other,593.2705331,249.2463246,2817.545952,3449.869531,632.3235791
RealWordRep_039L48MS4,water,Test66,$other,625.7189433,998.9693067,2558.471636,4260.207615,1701.735979
RealWordRep_039L48MS4,watch,Test68,$other,634.644098,442.3521606,1396.420061,3412.724916,2016.304855
RealWordRep_039L48MS4,washer,Test71,w:$r,691.9135779,334.4963081,2156.7539,3478.592109,1321.83821
RealWordRep_039L48MS4,window,Test74,$other,702.9518423,534.9818945,1671.77833,2970.354588,1298.576258
RealWordRep_039L48MS4,rock,Test77,$w,715.5946237,364.0917537,1526.478421,3318.534053,1792.055632
RealWordRep_039L48MS4,rabbit,Test80,$w:r,734.5851349,652.7241052,1639.482473,3445.690858,1806.208385
RealWordRep_039L48MS4,wet,Test84,w:$r,762.0216527,499.616441,1521.027187,3553.410929,2032.383742
RealWordRep_039L48MS4,web,Test85,w,781.5142334,356.7588616,1870.981873,3434.165273,1563.1834
RealWordRep_039L48MS4,red,Test87,$w,792.4687646,2011.72828,3253.76126,3762.988178,509.2269185
RealWordRep_040L48FS4,rabbit,Test1,r:$w,122.9730066,470.2909543,1756.356662,3112.221059,1355.864397
RealWordRep_040L48FS4,rock,Test6,r,180.2626883,497.3259281,2162.828583,3737.492112,1574.663529
RealWordRep_040L48FS4,red,Test7,r,184.1723541,519.9521082,2026.452623,3463.683213,1437.23059
RealWordRep_040L48FS4,wet,Test9,w,192.1955704,603.3951699,2783.364785,4150.255739,1366.890954
RealWordRep_040L48FS4,web,Test13,w,211.8113221,464.5638173,2309.846236,3564.254836,1254.4086
RealWordRep_040L48FS4,wheel,Test17,w:$r,225.7632556,494.6094156,1944.315495,3821.325599,1877.010105
RealWordRep_040L48FS4,wind,Test18,w,228.6626814,348.6868292,1668.383471,3420.022605,1751.639134
RealWordRep_040L48FS4,rocking,Test19,r,232.1993545,641.410918,1754.264612,3032.044589,1277.779977
RealWordRep_040L48FS4,reading,Test22,r,243.7944,494.6712871,1915.583867,3482.183028,1566.599161
RealWordRep_040L48FS4,running,Test30,$other,279.2703651,472.8785143,1967.885095,3579.366499,1611.481405
RealWordRep_040L48FS4,watch,Test41,w,372.2854847,467.0916489,2362.24054,3872.452988,1510.212448
RealWordRep_040L48FS4,washer,Test51,w,415.014089,568.7817907,2310.083714,3737.327935,1427.24422
RealWordRep_040L48FS4,walk,Test54,$other,425.6013233,570.2923376,2863.120823,4068.968931,1205.848108
RealWordRep_040L48FS4,water,Test58,w,438.2617081,641.4884737,1276.401174,2883.236513,1606.83534
RealWordRep_040L48FS4,waiting,Test67,w,479.6739349,748.7017554,2777.348448,4211.50506,1434.156611
RealWordRep_040L48FS4,window,Test69,w,508.9721326,395.5959626,2193.35711,3691.469118,1498.112009
RealWordRep_040L48FS4,rain,Test71,$other,574.8062609,1336.886567,2562.732087,3887.891387,1325.1593
RealWordRep_040L48FS4,raisins,Test74,r,599.72132,597.3368628,2153.284441,4139.270434,1985.985993
RealWordRep_040L48FS4,wet,Test75,w,610.8730236,943.9209183,2506.915894,4125.562036,1618.646143
RealWordRep_040L48FS4,rabbit,Test76,r,630.1940488,584.6622353,1926.566928,3812.904152,1886.337224
RealWordRep_040L48FS4,web,Test81,w,665.2974352,659.1088278,2672.024869,3639.608408,967.5835384
RealWordRep_040L48FS4,red,Test83,r,674.4151157,449.9634958,2275.933985,3388.103119,1112.169135
RealWordRep_040L48FS4,rock,Test89,r,700.6840053,1049.953758,2619.28328,4173.392371,1554.109091
RealWordRep_041L43MS3,wet,Test1,w,158.7582,751.0012643,1404.232618,3497.624379,2093.391761
RealWordRep_041L43MS3,web,Test4,w,171.8074984,505.2673922,2615.278235,3543.6517,928.3734656
RealWordRep_041L43MS3,rabbit,Test7,r:$w,187.9306533,571.5420122,1692.399709,3401.608225,1709.208516
RealWordRep_041L43MS3,rock,Test11,r,207.9881499,878.2121379,1119.929319,3197.219057,2077.289738
RealWordRep_041L43MS3,red,Test15,r,226.9641167,945.2585953,2718.632398,4307.088021,1588.455623
RealWordRep_041L43MS3,ring,Test23,r:$w,264.808178,538.5651634,2497.332472,4133.976865,1636.644392
RealWordRep_041L43MS3,reading,Test24,r,268.9947234,764.0509907,2043.029144,3635.559882,1592.530739
RealWordRep_041L43MS3,raisins,Test26,$other,290.2234265,1377.616445,2011.927421,3539.911675,1527.984253
RealWordRep_041L43MS3,walk,Test31,w,323.0012073,455.4402888,1529.989758,3381.69565,1851.705891
RealWordRep_041L43MS3,watch,Test38,w,367.9234471,456.8650822,2613.411695,4131.519061,1518.107366
RealWordRep_041L43MS3,water,Test40,w,374.4865383,660.8981478,2305.679489,3625.985352,1320.305863
RealWordRep_041L43MS3,washer,Test41,w,380.176786,583.9248206,2468.104444,3987.406431,1519.301986
RealWordRep_041L43MS3,wheel,Test46,$other,434.7883102,518.1824519,2193.507426,3661.024383,1467.516957
RealWordRep_041L43MS3,rocking,Test49,r:$w,445.0135001,712.4748439,1311.552238,3489.697683,2178.145445
RealWordRep_041L43MS3,wind,Test50,w,449.015088,833.9557233,2605.976104,3727.182109,1121.206005
RealWordRep_041L43MS3,window,Test52,$other,465.9681197,724.4201221,2419.626309,3505.803439,1086.17713
RealWordRep_041L43MS3,waiting,Test61,w,500.9549755,916.6522952,2276.898678,3943.379533,1666.480856
RealWordRep_041L43MS3,rain,Test66,r,521.8195295,759.6587292,2319.997065,4301.803175,1981.806111
RealWordRep_041L43MS3,running,Test73,r,565.4744461,525.6219778,2529.660904,3780.736152,1251.075248
RealWordRep_041L43MS3,red,Test79,r,595.008639,1303.205707,2996.241969,4419.001576,1422.759608
RealWordRep_041L43MS3,rabbit,Test81,r,605.6711411,861.4153202,1275.02062,3255.700628,1980.680008
RealWordRep_041L43MS3,wet,Test84,w,637.7259697,902.4332785,1947.332466,3218.468983,1271.136517
RealWordRep_041L43MS3,rock,Test87,r,669.7131264,1578.253562,2757.434024,4507.098897,1749.664873
RealWordRep_041L43MS3,web,Test88,w:$r,680.7036537,593.7340256,3027.795643,4068.240966,1040.445323
RealWordRep_042L43MS3,red,Test1,r,79.24760215,670.5758621,2393.390904,3399.841148,1006.450243
RealWordRep_042L43MS3,rock,Test4,r,103.0945764,1301.659495,2774.166155,4109.249155,1335.083
RealWordRep_042L43MS3,web,Test9,w,126.2820361,554.8921224,2442.607211,3801.517467,1358.910256
RealWordRep_042L43MS3,wet,Test10,w,129.7370113,671.1942131,1585.609082,3727.153427,2141.544346
RealWordRep_042L43MS3,rabbit,Test16,r,161.8778265,489.9451381,1592.083325,2945.582335,1353.49901
RealWordRep_042L43MS3,waiting,Test18,w,187.8834204,795.7213658,2339.575339,3376.691471,1037.116132
RealWordRep_042L43MS3,rain,Test19,r,194.7876796,1540.270311,3282.86676,4446.432871,1163.566111
RealWordRep_042L43MS3,ring,Test20,r:$w,199.1401095,1735.332102,2644.362886,3746.492888,1102.130002
RealWordRep_042L43MS3,raisins,Test22,r:$w,210.2425271,1688.312398,3496.310137,4028.618229,532.3080914
RealWordRep_042L43MS3,running,Test27,r:$w,230.2030848,1168.686188,1518.903988,3425.454448,1906.55046
RealWordRep_042L43MS3,walk,Test33,w:$r,251.8452443,882.0702766,2559.120882,4345.282619,1786.161737
RealWordRep_042L43MS3,washer,Test40,w,282.0501593,735.1248062,2917.269926,4254.255149,1336.985222
RealWordRep_042L43MS3,wheel,Test41,w,295.4934447,885.3713641,2692.006316,4295.899602,1603.893285
RealWordRep_042L43MS3,watch,Test42,$hw,308.3646567,660.0644633,2111.880548,3086.703132,974.8225838
RealWordRep_042L43MS3,window,Test50,$other,352.973461,1448.778124,2158.217026,3941.772736,1783.55571
RealWordRep_042L43MS3,water,Test51,w,356.4642493,588.9136298,2787.058517,4134.760408,1347.70189
RealWordRep_042L43MS3,wind,Test55,w,372.3663531,488.0472992,2179.998363,3571.767149,1391.768787
RealWordRep_042L43MS3,reading,Test59,r:$w,388.916631,1311.258392,2802.942973,4033.612092,1230.669119
RealWordRep_042L43MS3,wet,Test76,w:$r,484.8712635,910.5242191,2801.260432,3983.343091,1182.082659
RealWordRep_042L43MS3,rock,Test77,r,488.4449975,735.0304461,1827.261416,3274.58618,1447.324764
RealWordRep_042L43MS3,rabbit,Test79,r,496.0301882,1099.401413,2082.764568,4045.992254,1963.227686
RealWordRep_042L43MS3,red,Test83,r,519.0145294,1457.932622,2885.871246,4249.796894,1363.925648
RealWordRep_042L43MS3,web,Test86,w,533.4520533,615.2000865,2662.602299,4221.139789,1558.537489
RealWordRep_043L49FS4,wet,Test4,w,121.8893848,462.0661287,2166.816754,3485.70876,1318.892006
RealWordRep_043L49FS4,rabbit,Test6,r,133.5251141,1693.38692,3681.433017,5206.758144,1525.325127
RealWordRep_043L49FS4,rock,Test8,r,144.6063588,378.7121549,1868.279329,3425.323251,1557.043922
RealWordRep_043L49FS4,red,Test9,r,148.4594444,1214.54814,2428.629911,3889.582066,1460.952155
RealWordRep_043L49FS4,web,Test12,w,167.4049564,1088.051411,3147.230081,3900.371952,753.141871
RealWordRep_043L49FS4,running,Test17,r,192.3521727,1014.138526,2573.212471,3521.138627,947.9261565
RealWordRep_043L49FS4,water,Test28,w:$r,242.1229918,469.1937286,2634.794294,4342.695935,1707.901641
RealWordRep_043L49FS4,watch,Test31,w,253.8973252,392.7534446,2187.786617,3564.006397,1376.219779
RealWordRep_043L49FS4,waiting,Test35,w,270.6156865,344.5242583,2534.387669,4110.142271,1575.754602
RealWordRep_043L49FS4,washer,Test38,w,294.4426545,636.9488707,2694.719422,4244.749179,1550.029757
RealWordRep_043L49FS4,wheel,Test51,w,345.6047059,1807.493181,3435.376047,4791.959911,1356.583864
RealWordRep_043L49FS4,wind,Test53,w,352.2867469,347.741619,2484.749579,3468.056733,983.3071547
RealWordRep_043L49FS4,raisins,Test54,r:$w,355.9476572,801.7806191,2619.695625,3801.939805,1182.24418
RealWordRep_043L49FS4,ring,Test59,r,378.1039538,357.4762005,2278.730075,3387.920394,1109.19032
RealWordRep_043L49FS4,reading,Test60,r:$w,381.6809215,304.3417432,2389.361443,3893.888986,1504.527544
RealWordRep_043L49FS4,rocking,Test69,r,420.2320925,1087.594532,2752.882968,4101.710297,1348.827329
RealWordRep_043L49FS4,rain,Test70,r,423.5803664,512.5784966,2023.471566,3823.630832,1800.159266
RealWordRep_043L49FS4,walk,Test72,w,442.1387302,340.0726177,2546.947194,3972.915156,1425.967962
RealWordRep_043L49FS4,red,Test79,r,469.1246272,340.6671003,1623.661091,3233.028416,1609.367326
RealWordRep_043L49FS4,web,Test81,w,475.2792277,320.8218169,2255.015752,3544.542731,1289.526979
RealWordRep_043L49FS4,wet,Test83,w,483.0500618,943.8908394,2941.985034,4691.088934,1749.1039
RealWordRep_043L49FS4,rock,Test89,$other,507.5919277,415.2896288,1985.608348,3476.757283,1491.148935
RealWordRep_043L49FS4,rabbit,Test90,r,512.9234203,317.6810005,2520.574875,3433.448733,912.8738573
RealWordRep_044L44FS3,red,Test4,r:$w,219.8394582,613.81703,1422.306884,3303.294262,1880.987378
RealWordRep_044L44FS3,rabbit,Test6,$other,277.3898746,740.0307224,2032.726377,3164.350284,1131.623907
RealWordRep_044L44FS3,wet,Test8,w,293.5450871,629.6817093,1871.4651,3478.143727,1606.678627
RealWordRep_044L44FS3,web,Test15,w,510.2463755,1262.625474,2852.713692,4313.482864,1460.769172
RealWordRep_044L44FS3,rock,Test16,r:$w,541.3178643,999.1955083,2120.997635,3268.544722,1147.547087
RealWordRep_044L44FS3,water,Test20,w,655.240998,656.4919342,2143.445235,3446.654525,1303.20929
RealWordRep_044L44FS3,window,Test23,w,723.5272965,1246.953562,3203.078098,4384.368556,1181.290457
RealWordRep_044L44FS3,rain,Test26,$w:r,756.3482784,619.1249694,2278.505405,4014.880588,1736.375183
RealWordRep_044L44FS3,washer,Test28,w,769.5758251,619.3152645,2637.013068,3748.717095,1111.704027
RealWordRep_044L44FS3,rocking,Test29,r,788.5027335,1178.015804,2259.926366,4114.193699,1854.267334
RealWordRep_044L44FS3,wheel,Test30,w,802.8520675,908.1920723,2374.661943,3798.883486,1424.221543
RealWordRep_044L44FS3,waiting,Test31,w,822.7077349,805.43534,1931.752844,3895.519628,1963.766785
RealWordRep_044L44FS3,watch,Test33,w,877.4574636,546.8963323,2328.94215,4100.38841,1771.446261
RealWordRep_044L44FS3,walk,Test38,w,975.3601484,880.5540868,1567.210044,3464.944383,1897.734339
RealWordRep_044L44FS3,ring,Test39,$w,980.7412186,631.2150409,2078.064131,3580.362464,1502.298333
RealWordRep_044L44FS3,raisins,Test53,r,1158.297232,1341.665012,2652.351748,4613.396069,1961.044322
RealWordRep_044L44FS3,reading,Test57,,1211.657503,1279.886191,2475.007189,3944.480462,1469.473273
RealWordRep_044L44FS3,wind,Test58,,1251.218157,1335.328102,2978.039604,4383.657588,1405.617984
RealWordRep_044L44FS3,running,Test69,$w:r,1382.145095,1287.825335,2816.812304,3928.948753,1112.136449
RealWordRep_044L44FS3,rock,Test76,r,1507.392896,952.2534855,2188.246074,3280.017281,1091.771207
RealWordRep_044L44FS3,red,Test80,$other,1542.807301,1167.447186,2326.783359,3898.866767,1572.083408
RealWordRep_044L44FS3,wet,Test81,w,1548.255378,574.3818577,1958.948668,3085.199407,1126.250739
RealWordRep_044L44FS3,rabbit,Test82,r,1557.870092,915.627812,2044.832512,4004.501481,1959.668969
RealWordRep_044L44FS3,web,Test88,w,1711.772499,574.3703148,1791.904351,3148.664266,1356.759915
RealWordRep_046L46FA4,red,Test6,r:$w,223.2545792,375.0094855,2459.494605,4012.718481,1553.223876
RealWordRep_046L46FA4,rabbit,Test9,r:$w,253.5162286,594.1849315,2630.93264,3776.710752,1145.778113
RealWordRep_046L46FA4,walk,Test10,$other,256.6782331,692.273218,1107.824622,3195.209564,2087.384942
RealWordRep_046L46FA4,watch,Test11,w,259.952892,701.7483144,2501.874633,3929.28397,1427.409337
RealWordRep_046L46FA4,wet,Test13,MissingData,270.4959964,449.9804464,2334.187068,3916.036475,1581.849407
RealWordRep_046L46FA4,rock,Test15,$w,304.3312267,537.4498884,2376.224692,3621.705453,1245.480761
RealWordRep_046L46FA4,web,Test17,$r:w,356.1937237,319.4930316,1840.682068,3220.268432,1379.586364
RealWordRep_046L46FA4,ring,Test26,$w:r,493.1308603,1767.619885,3249.620992,4630.517719,1380.896727
RealWordRep_046L46FA4,wheel,Test31,w,580.7208179,622.0968199,2518.602352,3875.569929,1356.967577
RealWordRep_046L46FA4,wind,Test38,$r:w,800.3969486,374.0914768,2288.365704,3457.242309,1168.876605
RealWordRep_046L46FA4,running,Test43,$w,936.3854342,713.0183368,2222.475484,3391.481002,1169.005517
RealWordRep_046L46FA4,window,Test47,$r:w,969.0835534,398.9701984,2260.144293,3095.95216,835.8078675
RealWordRep_046L46FA4,rain,Test52,r:$w,1015.670975,650.6448733,1673.228954,3252.540337,1579.311383
RealWordRep_046L46FA4,rocking,Test58,$w,1065.441653,744.7781949,2140.495165,3873.22635,1732.731185
RealWordRep_046L46FA4,raisins,Test63,$w:r,1101.131971,705.3183012,1340.589519,3351.795245,2011.205727
RealWordRep_046L46FA4,waiting,Test70,$other,1202.376951,784.6824974,2250.238528,3891.831968,1641.59344
RealWordRep_046L46FA4,reading,Test71,MissingData,1208.606534,1120.623366,2820.460669,4023.921419,1203.46075
RealWordRep_046L46FA4,rabbit,Test76,$w:r,1314.844274,1011.305961,2845.463366,4697.368979,1851.905614
RealWordRep_046L46FA4,wet,Test78,w:$r,1360.284696,365.819204,1779.994353,3461.465988,1681.471635
RealWordRep_046L46FA4,web,Test80,w:$r,1401.563711,413.9366346,2331.435845,3495.182788,1163.746943
RealWordRep_046L46FA4,rock,Test82,$w,1414.336891,669.3451416,2222.348335,3956.590096,1734.241761
RealWordRep_046L46FA4,washer,Test84,w,1565.56532,937.1874725,3169.938267,4530.688648,1360.750382
RealWordRep_046L46FA4,red,Test85,r:$w,1584.912035,1370.638094,2980.037841,4106.935484,1126.897643
RealWordRep_046L46FA4,water,Test87,w,1671.791417,724.3422577,2725.500684,4101.236798,1375.736114
RealWordRep_047L42MA3,web,Test2,w:$r,201.0043228,778.4094794,1942.443461,3477.346014,1534.902553
RealWordRep_047L42MA3,red,Test8,$w:r,255.6473064,1015.2693,2378.637983,3571.617935,1192.979951
RealWordRep_047L42MA3,rock,Test9,$w,259.6203666,850.4039341,1742.331128,3724.025535,1981.694408
RealWordRep_047L42MA3,rabbit,Test11,$w,269.227523,1483.35221,2777.723394,4082.540721,1304.817327
RealWordRep_047L42MA3,wet,Test12,w:$r,279.6208239,885.5328395,2379.45178,3531.084449,1151.632669
RealWordRep_047L42MA3,running,Test29,$w:r,468.8239207,282.4153337,2219.278628,3390.219675,1170.941047
RealWordRep_047L42MA3,wheel,Test31,w:$r,478.2471368,471.785244,2313.319908,3057.133311,743.8134029
RealWordRep_047L42MA3,window,Test32,w:$r,493.443521,1047.396022,2269.067986,3916.024936,1646.95695
RealWordRep_047L42MA3,walk,Test37,w,581.3621339,1446.952314,2885.284919,4278.315367,1393.030448
RealWordRep_047L42MA3,ring,Test38,$w:r,585.7588981,1464.84875,2554.803532,4074.969319,1520.165787
RealWordRep_047L42MA3,rocking,Test40,$w,593.9977914,1647.466519,3392.808176,5087.820837,1695.012661
RealWordRep_047L42MA3,reading,Test54,$w,947.0701031,1713.042139,2141.008561,3802.464855,1661.456294
RealWordRep_047L42MA3,waiting,Test62,w:$r,1039.661184,582.845158,2127.522869,3372.655883,1245.133014
RealWordRep_047L42MA3,washer,Test63,w,1065.871426,1208.030051,2322.799962,3740.072841,1417.272878
RealWordRep_047L42MA3,watch,Test64,w,1070.464932,1658.736946,2807.072437,4153.644081,1346.571644
RealWordRep_047L42MA3,wind,Test65,w:$r,1075.369537,1282.302932,2152.557877,3843.720903,1691.163026
RealWordRep_047L42MA3,water,Test66,w,1079.7567,656.6093053,3196.939729,4035.127676,838.1879473
RealWordRep_047L42MA3,raisins,Test70,$w:r,1102.999263,1400.644287,2080.256225,3391.658875,1311.40265
RealWordRep_047L42MA3,rain,Test73,$w:r,1162.993873,1251.064999,2758.96526,4057.357838,1298.392578
RealWordRep_047L42MA3,rabbit,Test76,$w:r,1184.828516,1069.346238,2261.463119,3941.873131,1680.410012
RealWordRep_047L42MA3,web,Test77,w:$r,1189.141765,1218.00105,2849.697789,3815.729977,966.0321883
RealWordRep_047L42MA3,wet,Test82,w:$r,1242.410043,464.996929,1440.099373,3662.279458,2222.180084
RealWordRep_047L42MA3,rock,Test85,$w,1257.385766,1304.819062,2658.871265,4292.25762,1633.386355
RealWordRep_047L42MA3,red,Test89,$w:r,1325.201137,1363.898071,1758.064256,3303.261114,1545.196858
RealWordRep_050L48FS4,red,Test1,$w,111.4230092,428.1045309,1882.001735,3557.623606,1675.621871
RealWordRep_050L48FS4,rabbit,Test4,$w:r,132.1333483,730.1444867,1330.569444,4009.844304,2679.274859
RealWordRep_050L48FS4,wet,Test6,w,147.6942232,673.2608966,2423.152005,3235.086899,811.9348935
RealWordRep_050L48FS4,rock,Test11,$w,200.8249707,447.7591949,2389.486125,4143.015066,1753.528941
RealWordRep_050L48FS4,web,Test13,w,211.4351899,472.9984419,2506.141162,4097.580266,1591.439104
RealWordRep_050L48FS4,waiting,Test23,w,294.2113892,492.2294844,2703.746958,4183.349097,1479.60214
RealWordRep_050L48FS4,walk,Test25,w,304.2334746,429.6509176,1088.588518,3701.710644,2613.122126
RealWordRep_050L48FS4,window,Test29,w,360.4308013,416.6384324,1722.379897,3870.595781,2148.215883
RealWordRep_050L48FS4,ring,Test31,$w,368.9340365,412.2260643,2284.768835,3564.350475,1279.58164
RealWordRep_050L48FS4,wheel,Test33,w,382.0732209,493.0922646,1850.903647,3990.650604,2139.746957
