barename,spkr,age_mos,gender,phones,word,session,t1,t2_ph,transcription,target,testnumber,onset_f1_ifc,onset_f1,onset_f1_ac,qrtr_f1_ifc,qrtr_f1,qrtr_f1_ac,midpt_f1_ifc,midpt_f1,midpt_f1_ac,thrqrtr_f1_ifc,thrqrtr_f1,thrqrtr_f1_ac,endpt_f1_ifc,endpt_f1,endpt_f1_ac,onset_f2_ifc,onset_f2,onset_f2_ac,qrtr_f2_ifc,qrtr_f2,qrtr_f2_ac,midpt_f2_ifc,midpt_f2,midpt_f2_ac,thrqrtr_f2_ifc,thrqrtr_f2,thrqrtr_f2_ac,endpt_f2_ifc,endpt_f2,endpt_f2_ac,onset_f3_ifc,onset_f3,onset_f3_ac,qrtr_f3_ifc,qrtr_f3,qrtr_f3_ac,midpt_f3_ifc,midpt_f3,midpt_f3_ac,thrqrtr_f3_ifc,thrqrtr_f3,thrqrtr_f3_ac,endpt_f3_ifc,endpt_f3,endpt_f3_ac,f0,onset_sec,qrtr_sec,midpt_sec,thrqrtr_sec,endpt_sec,onset_sec_ifc,qrtr_sec_ifc,midpt_sec_ifc,thrqrtr_sec_ifc,endpt_sec_ifc,onset_sec_ac,qrtr_sec_ac,midpt_sec_ac,thrqrtr_sec_ac,endpt_sec_ac,f1_onset_med,f1_qrtr_med,f1_midpt_med,f1_thrqrtr_med,f1_endpt_med,f2_onset_med,f2_qrtr_med,f2_midpt_med,f2_thrqrtr_med,f2_endpt_med,f3_onset_med,f3_qrtr_med,f3_midpt_med,f3_thrqrtr_med,f3_endpt_med,
001_39_child_FS_3_rain_Test_64_wr_4_r,1,39,FS,ER1,rain,3,0.095,0.17,wr,r,64,459.3,352.4861787,349.9605006,572.7,406.9813875,430.3870149,592.8,516.9886587,543.4473285,617.1,477.1084747,500.0664422,861.9,388.1822093,391.8817645,1832.4,1556.29941,1534.610845,1855,1638.927812,1633.710046,1881.5,1743.583369,1737.543697,1834.8,1695.483724,1689.60744,1844.9,1596.204063,1571.505957,3284.1,3297.90219,3320.720168,3320.8,3510.558676,3503.690546,3430.7,3491.943384,3554.570504,3373.8,3485.25741,3502.551965,3271.3,3436.265581,3424.089592,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,352.4861787,430.3870149,543.4473285,500.0664422,391.8817645,1556.29941,1638.927812,1743.583369,1695.483724,1596.204063,3297.90219,3503.690546,3491.943384,3485.25741,3424.089592,
001_39_child_FS_3_reading_Test_28_wr_4_r,1,39,FS,ER1,reading,3,0.095,0.17,wr,r,28,368.4,368.0381216,370.532706,386.6,373.3494897,375.3134182,404.8,391.2497564,395.2198561,428.9,410.9496364,413.8549747,471.6,428.2442251,434.8696177,1254.7,1134.561591,1154.703187,1267.7,1131.919732,1133.199706,1409.7,1123.362613,1137.862478,1363.3,1071.262278,1080.26988,1274.1,1053.537241,1072.213423,3183.4,3511.386079,3989.174236,3179.5,4087.933894,4054.986098,3120.9,3826.2282,3837.121051,3104.3,4140.051076,4109.948299,3212.5,4129.845941,4054.249314,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,368.4,375.3134182,395.2198561,413.8549747,434.8696177,1154.703187,1133.199706,1137.862478,1080.26988,1072.213423,3511.386079,4054.986098,3826.2282,4109.948299,4054.249314,
001_39_child_FS_3_rock_Test_16_wr_4_r,1,39,FS,ER1,rock,3,0.095,0.17,wr,r,16,827.7,701.6220096,691.7635149,801.9,825.9704618,833.8751849,724.8,737.4978942,641.0292685,700.9,560.725849,570.5033465,747.8,667.0679662,668.0927741,1878.4,2048.808044,2040.569095,1937.2,2014.154327,1998.151921,1812.5,2046.938059,2043.015281,1703.2,2018.048785,2070.624911,1568.3,1744.98678,1729.21966,3027.9,3269.902227,3199.710004,2987.4,3351.667981,3398.133274,3074.4,3479.496062,3669.772076,3059.7,3484.213492,3496.774072,2122.2,3609.678627,3542.541967,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,701.6220096,825.9704618,724.8,570.5033465,668.0927741,2040.569095,1998.151921,2043.015281,2018.048785,1729.21966,3199.710004,3351.667981,3479.496062,3484.213492,3542.541967,
001_39_child_FS_3_rock_Test_82_wr_4_r,1,39,FS,ER1,rock,3,0.095,0.17,wr,r,82,343.3,333.837909,334.133991,379.7,347.7659959,353.5474704,465.3,371.5892206,375.9333341,481.5,431.9758862,445.0885073,643.6,378.9237292,382.7319839,2338.2,1821.948139,1874.918188,2217.8,1662.791003,1552.045625,1457.9,1158.010871,1211.506094,1789.7,1321.919108,1345.788132,1314.1,1278.843673,1301.729078,3478.6,3842.568522,3847.270625,3478.6,3805.007052,3793.110011,3055.4,3567.119913,3611.173424,3026.6,3194.957627,3172.787219,2796.8,3178.230998,3173.971746,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,334.133991,353.5474704,375.9333341,445.0885073,382.7319839,1874.918188,1662.791003,1211.506094,1345.788132,1301.729078,3842.568522,3793.110011,3567.119913,3172.787219,3173.971746,
001_39_child_FS_3_rocking_Test_32_wr_4_r,1,39,FS,ER1,rocking,3,0.095,0.17,wr,r,32,817.1,454.9691592,477.0907364,555.8,470.4983919,496.6643504,772.6,521.8805351,542.9000514,795.5,687.9339178,698.610705,800,741.4330434,746.0048504,2132.5,975.5443903,993.9375871,1208.5,1018.189957,1053.463492,1327.2,1104.362477,1119.209597,1551.5,1239.58242,1258.456732,1667.1,1404.470266,1482.510398,3365.6,4422.156134,3233.478206,2938.6,4414.256626,3207.312085,2905.2,4337.019817,4284.143651,3295.4,4379.714401,4387.474031,3020.3,4386.918627,4388.74786,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,477.0907364,496.6643504,542.9000514,698.610705,746.0048504,993.9375871,1053.463492,1119.209597,1258.456732,1482.510398,3365.6,3207.312085,4284.143651,4379.714401,4386.918627,
001_39_child_FS_3_waiting_Test_56_w_4_w,1,39,FS,UW1,waiting,3,0.095,0.17,w,w,56,393.1,387.5422461,393.4622166,374.7,370.7159336,370.2980438,378.7,370.5839859,371.3475388,511.2,392.383003,400.2533634,649.1,415.3364052,432.2605507,2045.7,2149.726673,2151.490016,1683.9,2069.656791,2031.689408,1701.2,2087.718095,2078.177979,2119.5,1969.85066,1961.582511,2646.1,2066.185938,2041.567021,3284,3369.919015,3361.883943,3184.7,3372.690106,3349.667057,3308.9,3379.756904,3355.425094,3271.4,3339.823394,3330.149881,3304.1,3324.973988,3303.689643,426.3,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,393.1,370.7159336,371.3475388,400.2533634,432.2605507,2149.726673,2031.689408,2078.177979,1969.85066,2066.185938,3361.883943,3349.667057,3355.425094,3330.149881,3304.1,
001_39_child_FS_3_walk_Test_63_w_4_w,1,39,FS,UW1,walk,3,0.095,0.17,w,w,63,389.2,372.7169148,380.8780771,571.8,375.4525329,383.8135886,576.5,541.3014846,555.6430066,602.4,548.962771,554.5945516,815.1,569.8653211,576.8755242,2121.3,900.1293972,2384.507339,1454.6,875.9103041,2153.731442,1353.6,1211.047864,1268.092222,1165.8,1089.048119,1101.070591,1391.3,1135.702632,1143.213041,3322,2357.543312,3562.112482,3071.6,2203.176754,3241.109312,3204.2,3023.23068,2985.476806,2912.8,3032.088548,3019.169144,3030.5,2809.376479,2738.654559,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,380.8780771,383.8135886,555.6430066,554.5945516,576.8755242,2121.3,1454.6,1268.092222,1101.070591,1143.213041,3322,3071.6,3023.23068,3019.169144,2809.376479,
001_39_child_FS_3_watch_Test_54_w_4_w,1,39,FS,UW1,watch,3,0.095,0.17,w,w,54,521.1,483.1513487,486.6871926,545.1,501.9727401,507.3920877,620.5,466.7179896,460.006919,588.2,383.9666334,400.4765691,612.7,377.6948216,387.5637314,1326.9,1325.739677,1324.952334,1400.6,1317.982683,1322.418715,1357.9,1352.857547,1358.792425,1251.8,1199.469525,1203.807134,1279,1223.541724,1224.09579,3230.9,3968.777012,4043.721729,3026.6,3914.153673,3893.816734,3148.4,4109.123865,4039.838107,3375.7,4246.123897,4181.095893,3026.5,4206.656279,4207.900594,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,486.6871926,507.3920877,466.7179896,400.4765691,387.5637314,1325.739677,1322.418715,1357.9,1203.807134,1224.09579,3968.777012,3893.816734,4039.838107,4181.095893,4206.656279,
001_39_child_FS_3_water_Test_45_w_4_w,1,39,FS,UW1,water,3,0.095,0.17,w,w,45,500.2,434.5691906,440.802963,439.2,440.0180593,451.0109633,535,379.6785397,396.2815735,401,357.7623601,368.1657487,399.5,350.9188047,360.3280566,2228.6,2624.177444,2661.707154,2284.1,2188.524702,2165.557956,1296.1,930.5684679,967.1365543,1555,1113.466318,1149.416682,1645.5,1074.207052,1113.86339,3369.1,3801.082013,3827.625036,3220.3,4249.34273,4199.257313,3041.1,3903.794075,3930.764747,3016.1,3741.039724,3735.745157,2853.2,3688.08521,3662.898597,456.5,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,440.802963,440.0180593,396.2815735,368.1657487,360.3280566,2624.177444,2188.524702,967.1365543,1149.416682,1113.86339,3801.082013,4199.257313,3903.794075,3735.745157,3662.898597,
001_39_child_FS_3_web_Test_83_wr_4_w,1,39,FS,UW1,web,3,0.095,0.17,wr,w,83,487.8,368.3368129,379.128066,306.9,333.4118345,342.0841401,514.4,317.3125711,324.8464212,475.4,343.0292119,351.151313,758.2,378.3354699,399.6240209,1895.2,1160.954736,1200.905368,1757.1,1138.071847,1175.519482,1684,1198.08041,1248.292279,1599,1576.39081,1583.889299,1671.2,1579.862901,1584.206517,3178.6,3449.377082,3450.717962,3355.2,3343.498218,3303.204136,3156.7,3515.246054,3560.995981,3010.1,3159.838007,3093.881323,3069.5,3105.172954,4353.008687,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,379.128066,333.4118345,324.8464212,351.151313,399.6240209,1200.905368,1175.519482,1248.292279,1583.889299,1584.206517,3449.377082,3343.498218,3515.246054,3093.881323,3105.172954,
001_39_child_FS_3_wet_Test_85_wr_4_w,1,39,FS,UW1,wet,3,0.095,0.17,wr,w,85,526.1,410.5820112,412.851195,619.3,406.4722283,424.6611992,775,454.4259204,475.8725189,778.2,589.2175461,605.6340314,900.7,737.6425424,737.6773124,1341.3,1224.430757,1227.12398,1337.7,1146.839325,1141.631533,1386.9,1273.010645,1283.958486,1929.8,1445.720769,1450.914831,2314.5,1906.417873,1887.616975,2966.1,3355.937727,3284.987563,2743.4,3838.877924,2292.535851,2625.8,2404.316753,2366.823966,3226,2577.042897,2505.091469,3159,3315.859804,3048.394134,399,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,412.851195,424.6611992,475.8725189,605.6340314,737.6773124,1227.12398,1146.839325,1283.958486,1450.914831,1906.417873,3284.987563,2743.4,2404.316753,2577.042897,3159,
002_51_child_FS_4_rabbit_Test_76_wr_4_r,2,51,FS,ER1,rabbit,4,0.095,0.17,wr,r,76,592.4,490.4122667,496.1338856,587.2,520.55059,527.6748401,641.1,509.4574257,530.0595306,790.8,695.7251616,713.3387164,891.1,806.6167132,812.5125284,2056.1,3156.780704,1198.941871,1485.6,2774.663044,892.5929051,1584.6,1319.506332,1340.359996,1828.1,1605.438767,1607.466579,2066.3,1839.266711,1836.9682,3240.3,4195.439822,4200.516548,3073.6,4009.000412,3930.772355,2985.1,2941.126282,2822.846776,2941.1,3203.819008,3137.978186,2234.9,3133.590639,2982.372898,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,496.1338856,527.6748401,530.0595306,713.3387164,812.5125284,2056.1,1485.6,1340.359996,1607.466579,1839.266711,4195.439822,3930.772355,2941.126282,3137.978186,2982.372898,
002_51_child_FS_4_rabbit_Test_9_rw_4_r,2,51,FS,ER1,rabbit,4,0.095,0.17,rw,r,9,560.4,490.907387,501.0947211,530.4,514.5113677,521.2951252,732.5,497.0920422,494.443258,604.5,359.6427025,354.1191042,622.4,448.0300228,475.0617257,1323.8,1220.968525,1224.988974,1298.9,1262.390531,1262.199222,1512.9,1301.693135,1303.203517,1646.3,1564.173662,1610.897554,1825.3,1633.863166,1634.852587,3114.8,3769.777786,3799.706404,3117.6,3898.751333,3939.737796,3264.6,3802.634593,3791.487385,3197,3344.4365,4209.03639,2988.9,3398.976796,3411.57225,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,501.0947211,521.2951252,497.0920422,359.6427025,475.0617257,1224.988974,1262.390531,1303.203517,1610.897554,1634.852587,3769.777786,3898.751333,3791.487385,3344.4365,3398.976796,
002_51_child_FS_4_rain_Test_56_wr_4_r,2,51,FS,ER1,rain,4,0.095,0.17,wr,r,56,580.4,539.6129838,542.4284208,548.7,548.5481067,574.292781,485.5,509.5885355,502.8557408,499.1,482.4059169,485.1958266,617.1,486.4936311,493.5224065,1337.5,1201.675456,1213.401365,1458.8,1186.927582,1217.928838,1315.8,1164.842873,900.0635618,1535.6,1355.319242,1376.908884,1952,1469.721565,1476.792384,2976.7,4031.755481,4097.765626,3283.7,3814.837642,3713.292006,3060.6,3346.619762,3436.604548,3115.8,2960.300536,2873.083573,3176.1,3111.639934,3153.738927,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,542.4284208,548.7,502.8557408,485.1958266,493.5224065,1213.401365,1217.928838,1164.842873,1376.908884,1476.792384,4031.755481,3713.292006,3346.619762,2960.300536,3153.738927,
002_51_child_FS_4_raisins_Test_34_rw_4_r,2,51,FS,ER1,raisins,4,0.095,0.17,rw,r,34,522.5,401.6049204,415.1128256,529.9,443.5454119,453.0080059,538.6,503.4500513,521.2711947,534.7,497.8777753,501.8222875,523.6,488.7660775,492.3219989,1768.7,1458.470431,1458.164608,1462.9,1370.379947,1384.784471,1512.9,1466.601244,1472.263565,1769.4,1535.482755,1542.559625,2021.7,1573.157007,1608.033644,3033.9,2604.850254,3960.77548,2910.2,2718.262068,4091.550449,3110.3,3126.91218,3974.606204,3341.1,3275.999015,3281.731565,3349.8,3335.454112,3315.917407,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,415.1128256,453.0080059,521.2711947,501.8222875,492.3219989,1458.470431,1384.784471,1472.263565,1542.559625,1608.033644,3033.9,2910.2,3126.91218,3281.731565,3335.454112,
002_51_child_FS_4_red_Test_11_rw_4_r,2,51,FS,ER1,red,4,0.095,0.17,rw,r,11,565.1,380.7037352,393.846451,570,432.7130157,454.2711258,581.3,339.0627346,351.0854465,562,496.356907,507.7647375,608.1,527.4404844,533.657247,1850.4,1427.671999,1422.076301,1770.7,1425.494622,1432.358773,1537.7,1871.399204,1251.966504,1665.2,1590.274464,1573.993189,1843.7,1653.243618,1650.512168,2989.3,3895.076495,3968.3875,3019.4,3849.058281,3817.888424,3124.5,3760.35473,3785.366974,3036.2,3421.4454,3501.994248,3023,3377.84716,3401.517996,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,393.846451,454.2711258,351.0854465,507.7647375,533.657247,1427.671999,1432.358773,1537.7,1590.274464,1653.243618,3895.076495,3817.888424,3760.35473,3421.4454,3377.84716,
002_51_child_FS_4_red_Test_87_wr_4_r,2,51,FS,ER1,red,4,0.095,0.17,wr,r,87,544.9,390.3101505,404.9655938,538.2,371.80153,378.8496326,549.7,358.2743428,372.9524352,629.3,367.9882092,375.1164535,581.1,373.0817583,401.2821551,1661.1,2592.87061,2710.496882,1843,2906.439805,2893.60331,1964.9,2484.800297,2572.690178,1862.2,2122.16936,2144.647919,1694.1,2220.894096,2250.781228,2990.5,4052.352585,4104.37503,2913.9,4111.351285,4039.702477,3033.7,4176.885886,4197.468076,3208.9,3446.554472,3342.314724,3473.4,3698.793602,3715.085243,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,404.9655938,378.8496326,372.9524352,375.1164535,401.2821551,2592.87061,2893.60331,2484.800297,2122.16936,2220.894096,4052.352585,4039.702477,4176.885886,3342.314724,3698.793602,
002_51_child_FS_4_ring_Test_32_wr_4_r,2,51,FS,ER1,ring,4,0.095,0.17,wr,r,32,603.9,550.9592276,567.8132037,550.3,522.604863,529.607184,545.4,512.3451038,517.9086435,540.4,510.5352915,516.1185541,547.1,514.5921634,519.8186722,1406.7,1236.246836,1274.670619,1173.2,1165.237149,1201.323978,1253.6,1369.402929,1337.812623,1399.4,1229.361966,1294.843521,1659.9,1336.714962,1331.272492,3211.7,3914.444062,3921.007992,3099.8,3906.502791,3822.073036,2975,4287.187225,4254.689714,3082.5,3705.629612,3678.15442,3133.2,3454.978559,3880.232061,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,567.8132037,529.607184,517.9086435,516.1185541,519.8186722,1274.670619,1173.2,1337.812623,1294.843521,1336.714962,3914.444062,3822.073036,4254.689714,3678.15442,3454.978559,
002_51_child_FS_4_rock_Test_8_rw_4_r,2,51,FS,ER1,rock,4,0.095,0.17,rw,r,8,547.1,541.3681212,561.4059449,539.7,523.9810349,524.6857493,524.8,496.853299,496.870374,627.7,417.6526473,417.0860552,691.4,341.956869,344.2253315,1586.7,1520.75046,1519.403115,1666.3,1601.110402,1620.088477,1687,1634.347484,1672.249026,1710.6,1727.554354,1760.841074,1755.7,1784.470399,1812.185679,3065.2,3789.07394,3736.023792,3263.6,3421.677161,4083.958039,3307.9,3792.048611,3825.557861,3275.1,3401.76658,3396.28169,3262.1,3455.471768,3486.897737,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,547.1,524.6857493,496.870374,417.6526473,344.2253315,1520.75046,1620.088477,1672.249026,1727.554354,1784.470399,3736.023792,3421.677161,3792.048611,3396.28169,3455.471768,
002_51_child_FS_4_waiting_Test_42_w_4_w,2,51,FS,UW1,waiting,4,0.095,0.17,w,w,42,530.2,499.7014008,506.6506158,533.4,507.3149531,509.9965487,541.1,503.646945,500.4285859,550.3,505.903872,504.9557235,541.9,509.1131501,504.6520661,1458.7,1396.971987,1383.441553,1848,1554.875458,1559.760783,2215.1,2012.52395,2053.935689,2348.7,2437.717385,2419.180217,2404.6,2591.64883,2593.644795,3300.9,3577.34521,3620.209643,2992.3,3503.831638,3529.758104,2696.3,3468.831818,3426.134835,2806,4211.258181,4011.127215,2902.4,4117.83314,3880.542333,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,506.6506158,509.9965487,503.646945,505.903872,509.1131501,1396.971987,1559.760783,2053.935689,2419.180217,2591.64883,3577.34521,3503.831638,3426.134835,4011.127215,3880.542333,
002_51_child_FS_4_walk_Test_45_w_4_w,2,51,FS,UW1,walk,4,0.095,0.17,w,w,45,502.8,294.5569738,303.4680505,572.8,302.9994413,309.3823594,567.3,650.6988141,644.533312,522.4,665.4358749,675.6597329,475.3,653.9695476,664.0154622,2014.9,1344.351135,2811.884768,2120.3,2258.241058,2210.860547,2142.7,2237.216179,2209.635418,2065.1,2331.822,2351.542766,1570.2,3289.90793,3237.743353,3135.4,4247.790678,4232.453127,3320.6,4282.945903,4221.157065,3363.7,4273.878279,4250.345729,3275,4297.297124,4229.676303,3286.1,4273.038844,4267.82024,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,303.4680505,309.3823594,644.533312,665.4358749,653.9695476,2014.9,2210.860547,2209.635418,2331.822,3237.743353,4232.453127,4221.157065,4250.345729,4229.676303,4267.82024,
002_51_child_FS_4_washer_Test_49_w_4_w,2,51,FS,UW1,washer,4,0.095,0.17,w,w,49,464.1,318.8388675,331.0463893,456.4,365.0262567,385.6685544,494.4,454.3612069,456.1441946,685.3,455.8097636,468.21235,699.3,657.9025955,653.4062265,2065.4,2695.37657,2702.587441,2167.9,2402.159022,2374.860502,2103.4,2437.717561,2407.889504,1614.9,2341.656287,2292.682688,1334.2,2856.982605,1345.137671,3118,3950.215697,3935.821566,3142.7,4353.265142,4352.116678,3572.3,4195.514796,4183.631595,3624.7,4207.885222,4205.581459,3627.1,4159.463908,4161.027242,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,331.0463893,385.6685544,456.1441946,468.21235,657.9025955,2695.37657,2374.860502,2407.889504,2292.682688,1345.137671,3935.821566,4352.116678,4183.631595,4205.581459,4159.463908,
002_51_child_FS_4_watch_Test_48_w_4_w,2,51,FS,UW1,watch,4,0.095,0.17,w,w,48,584.4,520.3883738,585.1261931,641.7,477.4496589,492.5393195,655.7,653.2375791,677.6747111,699.6,591.9973045,603.6025656,741.2,585.1903072,610.255269,2247.5,2453.572748,2633.46703,2042.8,2416.687202,2375.050926,2087.8,2285.400855,2112.504818,1125.4,896.196545,924.7362384,1149.9,951.4557944,951.510865,3385,3793.058859,3826.711733,3329.2,3583.141626,3585.69309,3280.1,3715.489458,3779.561169,3133.2,3853.517879,4239.676165,3283.4,4036.798166,4075.178568,401.4,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,584.4,492.5393195,655.7,603.6025656,610.255269,2453.572748,2375.050926,2112.504818,924.7362384,951.510865,3793.058859,3583.141626,3715.489458,3853.517879,4036.798166,
002_51_child_FS_4_water_Test_62_w_4_w,2,51,FS,UW1,water,4,0.095,0.17,w,w,62,612.2,607.9349613,598.2666007,634.2,620.0536586,621.8997967,671.2,630.0473764,627.0684304,809.5,617.5443305,626.7986778,855.8,656.0414988,674.6013691,1016.7,2977.705619,759.3739095,1258.9,961.5269104,867.0548524,1283.3,1104.445248,1013.400249,1278.9,1060.315677,1045.802531,1315.5,1032.303606,1024.528205,3061.6,4238.166404,4239.418278,3473.6,4238.002505,4235.8541,3551.2,4161.944441,4134.95997,3523.6,4034.053143,4030.330193,3592.1,4060.015839,4030.912865,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,607.9349613,621.8997967,630.0473764,626.7986778,674.6013691,1016.7,961.5269104,1104.445248,1060.315677,1032.303606,4238.166404,4235.8541,4134.95997,4030.330193,4030.912865,
002_51_child_FS_4_web_Test_5_w_4_w,2,51,FS,UW1,web,4,0.095,0.17,w,w,5,661.9,310.9937322,319.0794644,572.6,409.4827181,651.1071025,556.6,502.477835,501.5545412,665.6,536.2845225,540.4790491,806.2,558.9033205,592.0968891,2071,2294.468834,2253.994665,1666.3,1741.296632,1671.512546,1127.7,1861.33827,775.4736978,1415.2,1137.930839,1126.112719,1650.6,1364.491764,1367.092903,3231.3,4258.259811,4215.65951,3071.8,3168.631332,4020.424824,3202.1,3309.113604,3281.69706,3513.9,3412.760406,3389.065383,3478.9,3521.594217,3559.839683,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,319.0794644,572.6,502.477835,540.4790491,592.0968891,2253.994665,1671.512546,1127.7,1137.930839,1367.092903,4215.65951,3168.631332,3281.69706,3412.760406,3521.594217,
002_51_child_FS_4_wet_Test_7_w_4_w,2,51,FS,UW1,wet,4,0.095,0.17,w,w,7,387,293.3752779,297.0614976,272.2,275.3558605,278.5339527,334.4,275.7513151,276.8535631,511.4,286.6286956,291.1802924,646.5,321.9548758,328.1572648,2073.3,1324.583775,1352.768134,2025.4,1020.47918,2270.862555,2145.1,1218.032829,1212.961172,1316.7,897.0385096,943.1158976,1341,1089.110991,1120.998731,3303.1,3777.304738,3811.854586,3238.3,3502.474271,3501.838776,3296.6,4275.510711,4243.634329,3130.2,4321.728642,4304.049418,3274,4064.595115,4070.370125,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,297.0614976,275.3558605,276.8535631,291.1802924,328.1572648,1352.768134,2025.4,1218.032829,943.1158976,1120.998731,3777.304738,3501.838776,4243.634329,4304.049418,4064.595115,
002_51_child_FS_4_wet_Test_89_w_4_w,2,51,FS,UW1,wet,4,0.095,0.17,w,w,89,521.7,496.7817896,504.1893833,524.3,387.32709,418.9269318,477.4,417.9675939,438.5760966,671.1,464.8480512,473.2182723,754.4,624.2792314,635.2614727,2011.8,2305.315943,2987.1094,2182.1,2434.788774,2404.836754,929.1,2390.931085,2380.598961,1212.5,879.5041367,888.1062376,1505.8,1045.193537,1082.480045,3100.1,4202.551331,4103.719841,3279.6,4307.855634,4254.186442,2997.1,4235.981345,4151.774762,3132.2,4100.712915,4192.227317,3502.3,3990.449194,3920.366642,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,504.1893833,418.9269318,438.5760966,473.2182723,635.2614727,2305.315943,2404.836754,2380.598961,888.1062376,1082.480045,4103.719841,4254.186442,4151.774762,4100.712915,3920.366642,
002_51_child_FS_4_wheel_Test_25_w_4_w,2,51,FS,UW1,wheel,4,0.095,0.17,w,w,25,446.6,318.3540422,331.8581499,551.5,317.2558581,323.2909067,631,396.6058591,426.7141005,593.8,357.7015181,381.456708,562.1,378.5931326,434.6602633,1905,881.328799,992.7958011,1371.1,853.6790846,883.016508,1762.3,1420.135965,1403.263051,2229.9,1932.974394,1965.20402,2470.5,2185.762929,2228.538981,3142.9,3869.293918,3883.834936,2939.1,3756.606727,3744.124438,2868,3332.552027,3447.292854,2698.7,3419.764787,3406.507731,3070.6,3379.613974,3380.783902,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,331.8581499,323.2909067,426.7141005,381.456708,434.6602633,992.7958011,883.016508,1420.135965,1965.20402,2228.538981,3869.293918,3744.124438,3332.552027,3406.507731,3379.613974,
