barename,spkr,age_mos,gender,phones,word,session,t1,t2_ph,transcription,target,testnumber,onset_f1_ifc,onset_f1,onset_f1_ac,qrtr_f1_ifc,qrtr_f1,qrtr_f1_ac,midpt_f1_ifc,midpt_f1,midpt_f1_ac,thrqrtr_f1_ifc,thrqrtr_f1,thrqrtr_f1_ac,endpt_f1_ifc,endpt_f1,endpt_f1_ac,onset_f2_ifc,onset_f2,onset_f2_ac,qrtr_f2_ifc,qrtr_f2,qrtr_f2_ac,midpt_f2_ifc,midpt_f2,midpt_f2_ac,thrqrtr_f2_ifc,thrqrtr_f2,thrqrtr_f2_ac,endpt_f2_ifc,endpt_f2,endpt_f2_ac,onset_f3_ifc,onset_f3,onset_f3_ac,qrtr_f3_ifc,qrtr_f3,qrtr_f3_ac,midpt_f3_ifc,midpt_f3,midpt_f3_ac,thrqrtr_f3_ifc,thrqrtr_f3,thrqrtr_f3_ac,endpt_f3_ifc,endpt_f3,endpt_f3_ac,f0,onset_sec,qrtr_sec,midpt_sec,thrqrtr_sec,endpt_sec,onset_sec_ifc,qrtr_sec_ifc,midpt_sec_ifc,thrqrtr_sec_ifc,endpt_sec_ifc,onset_sec_ac,qrtr_sec_ac,midpt_sec_ac,thrqrtr_sec_ac,endpt_sec_ac,f1_onset_med,f1_qrtr_med,f1_midpt_med,f1_thrqrtr_med,f1_endpt_med,f2_onset_med,f2_qrtr_med,f2_midpt_med,f2_thrqrtr_med,f2_endpt_med,f3_onset_med,f3_qrtr_med,f3_midpt_med,f3_thrqrtr_med,f3_endpt_med,
119_41_child_MS_3_running_Test_38_wr_4_r,119,41,MS,ER1,running,3,0.095,0.17,wr,r,38,721.9,770.7188375,770.441733,753.4,726.1607724,724.6092777,919.8,719.0382504,724.5064362,708.8,867.2754152,873.1316181,771.6,602.26497,623.8067499,1152.2,2737.575233,2665.348539,1352.6,2806.256306,2746.557059,1754.5,2042.487209,2065.649657,2093.8,1821.20448,1814.445306,2350.9,2080.227203,2092.343834,3016,4149.022953,4143.68151,2948.1,4169.984928,4165.664389,3402.6,4163.297549,4153.76417,2865.4,4160.12268,4156.328718,3146.3,4125.677147,4120.246432,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,770.441733,726.1607724,724.5064362,867.2754152,623.8067499,2665.348539,2746.557059,2042.487209,1821.20448,2092.343834,4143.68151,4165.664389,4153.76417,4156.328718,4120.246432,
119_41_child_MS_3_waiting_Test_40_rw_4_w,119,41,MS,UW1,waiting,3,0.095,0.17,rw,w,40,562.5,511.2948279,529.8312779,519,546.9194938,573.9965427,536.1,490.2742634,498.970823,614.8,545.8493782,548.7193901,614.5,576.0343824,589.5858679,1719.2,2826.061569,1533.849241,1684.9,2741.171328,1616.582159,1762.5,2628.890606,2646.112169,2232.7,2619.708269,2654.658257,2512.1,2709.979645,2712.440145,3024.7,3998.214971,2831.394903,2677.2,3945.066121,2703.198237,2752,4135.113311,4149.545043,2807.3,4196.689606,4108.597636,3174.5,4095.480508,4083.865475,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,529.8312779,546.9194938,498.970823,548.7193901,589.5858679,1719.2,1684.9,2628.890606,2619.708269,2709.979645,3024.7,2703.198237,4135.113311,4108.597636,4083.865475,
119_41_child_MS_3_walk_Test_64_w_4_w,119,41,MS,UW1,walk,3,0.095,0.17,w,w,64,568.2,525.2719392,529.1655128,685.7,556.5526045,564.1507339,741.2,675.4444578,675.5219711,793.2,729.0857272,754.594322,984.1,762.3478451,776.2615878,2273.6,2424.425094,2433.578103,1957.5,2505.977707,2925.489664,1609.3,1967.484012,2965.582997,1453.3,1229.598864,1302.287819,1465.6,1296.150629,1299.578243,3284.8,3576.604808,3624.403109,3104.2,4297.876215,4259.653898,3646.4,4363.963253,4351.711994,3683.1,4395.320228,4382.731562,3321.4,4369.351351,4353.479105,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,529.1655128,564.1507339,675.5219711,754.594322,776.2615878,2424.425094,2505.977707,1967.484012,1302.287819,1299.578243,3576.604808,4259.653898,4351.711994,4382.731562,4353.479105,
119_41_child_MS_3_washer_Test_22_w_4_w,119,41,MS,UW1,washer,3,0.095,0.17,w,w,22,613.1,563.6320077,562.2428144,891.9,700.7905503,695.7238696,987.9,748.7748294,816.4602001,1002.5,978.2313962,968.6029875,1276.4,972.5622589,966.1298438,2073,1724.208798,1631.885941,2272.3,2217.078962,2175.84482,1471.1,1000.038518,995.0758124,1574.4,1479.311537,1462.6733,1658.3,1477.753611,1457.722612,3363,3830.669253,3774.956881,3390.3,4315.20599,4300.938707,3348.8,4357.385932,4350.085166,2956.9,4330.333854,4332.187701,3227.2,4324.517052,4325.905315,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,563.6320077,700.7905503,816.4602001,978.2313962,972.5622589,1724.208798,2217.078962,1000.038518,1479.311537,1477.753611,3774.956881,4300.938707,4350.085166,4330.333854,4324.517052,
119_41_child_MS_3_water_Test_50_w_4_w,119,41,MS,UW1,water,3,0.095,0.17,w,w,50,714.7,668.4851606,662.9898279,792.6,738.2552469,746.4234956,775.8,777.5233107,778.6972299,838.9,754.3311714,781.9168852,845.3,790.6464114,811.2916806,1269,993.5814066,967.1193873,1400.1,1251.677179,1255.132868,1491.1,1360.972564,1351.71185,1534,1455.214943,1455.386446,1612.5,1524.627826,1523.749564,3051.3,4303.100906,4299.518781,3334.3,4346.32376,4329.215502,3588.4,4331.820288,4311.192537,3447.1,4328.553961,4310.99178,2727,4308.49353,4273.275512,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,668.4851606,746.4234956,777.5233107,781.9168852,811.2916806,993.5814066,1255.132868,1360.972564,1455.386446,1524.627826,4299.518781,4329.215502,4311.192537,4310.99178,4273.275512,
119_41_child_MS_3_web_Test_7_w_4_w,119,41,MS,UW1,web,3,0.095,0.17,w,w,7,577.7,539.6914207,551.3429678,571.8,530.454795,552.8725138,566.7,471.5817141,484.6834457,528.9,425.702596,434.5967456,515.1,405.4294706,427.0193264,1701.7,867.7171304,912.1677712,1962.4,905.2050796,952.063987,2024.7,895.2162646,917.3584068,1788.1,904.4780161,909.7855905,1616.6,892.6815322,959.6077248,2992.2,4307.095832,4285.21488,3111,4280.051199,4214.536751,3108.8,4319.621125,4352.952626,3269.3,3720.206404,3517.033447,3020.2,3650.891654,3674.38846,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,551.3429678,552.8725138,484.6834457,434.5967456,427.0193264,912.1677712,952.063987,917.3584068,909.7855905,959.6077248,4285.21488,4214.536751,4319.621125,3517.033447,3650.891654,
119_41_child_MS_3_wet_Test_80_w_4_w,119,41,MS,UW1,wet,3,0.095,0.17,w,w,80,630.7,492.0039908,512.2065667,573.9,467.2032022,487.041143,547.4,504.5950072,511.9438045,604.2,542.4890451,543.8314764,778,571.6221258,573.740758,1990.4,849.2647676,934.7792329,1559.5,867.7021111,897.7735986,1165.7,990.1990879,1003.001047,1429,1120.486524,1114.523428,1820.6,1405.78837,1401.132887,3178.4,3527.532542,3538.662268,2957.9,3664.604314,3674.313965,3538.8,3765.875309,3731.248738,3767.7,3824.889205,3815.948878,3707.2,3837.234878,3846.954862,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,512.2065667,487.041143,511.9438045,543.8314764,573.740758,934.7792329,897.7735986,1003.001047,1120.486524,1405.78837,3527.532542,3664.604314,3731.248738,3815.948878,3837.234878,
119_41_child_MS_3_wet_Test_8_wr_4_w,119,41,MS,UW1,wet,3,0.095,0.17,wr,w,8,565.4,385.4726559,407.2902321,556.4,378.0931342,385.971827,550.1,403.2670557,425.3420148,536.6,400.3721625,419.1628137,529.8,423.8083104,469.7449406,2291.6,865.5612584,894.2094735,1947.4,845.1386611,860.6827994,1621.9,849.7985374,876.1063324,1627.8,905.4025629,927.3045264,1870.6,950.2756467,1001.151933,3381.3,2459.379547,2470.10607,3154.4,3576.046477,3507.965995,2926,4110.620668,4136.440108,2955.8,4003.326442,4040.012917,2745.5,3947.108657,3971.194438,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,407.2902321,385.971827,425.3420148,419.1628137,469.7449406,894.2094735,860.6827994,876.1063324,927.3045264,1001.151933,2470.10607,3507.965995,4110.620668,4003.326442,3947.108657,
119_41_child_MS_3_wind_Test_19_w_4_w,119,41,MS,UW1,wind,3,0.095,0.17,w,w,19,554.9,530.3318467,539.7591062,609.4,519.747171,518.584766,648,460.0853023,473.5966795,686.6,699.3963918,682.7079634,737,670.8464857,675.8041577,2104.3,2988.129171,2968.91277,1881.1,2910.286384,2934.241945,1674.5,2675.780809,2666.677572,1099.3,2568.535857,2553.194885,1422.2,2576.512299,2545.167395,3209,4130.926811,3958.120895,3040.4,4215.863915,4213.696776,2889.2,4031.067778,4107.41388,2774,4103.800897,4115.421469,3686.8,3980.214418,3993.832961,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,539.7591062,519.747171,473.5966795,686.6,675.8041577,2968.91277,2910.286384,2666.677572,2553.194885,2545.167395,3958.120895,4213.696776,4031.067778,4103.800897,3980.214418,
119_41_child_MS_3_window_Test_60_w_4_w,119,41,MS,UW1,window,3,0.095,0.17,w,w,60,804.1,462.1739702,472.276999,778.8,501.7152904,544.8053098,946.3,470.3937619,536.0121318,1116.9,519.1782762,601.7718457,699.1,532.8364826,582.2683893,1669.2,1634.415014,1648.038424,1857.7,1759.345722,1767.313534,2112.3,2015.005666,2028.482482,2305.6,2236.413264,2253.318793,2334.6,2357.556592,2373.997809,3018.4,4173.621985,4142.454512,2498.1,4153.605586,4133.914503,2326.5,4155.040616,4138.551613,2467.2,4186.599723,4177.783243,2879,4177.506484,4170.252408,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,472.276999,544.8053098,536.0121318,601.7718457,582.2683893,1648.038424,1767.313534,2028.482482,2253.318793,2357.556592,4142.454512,4133.914503,4138.551613,4177.783243,4170.252408,
123_41_child_MS_3_rabbit_Test_2_w_4_r,123,41,MS,ER1,rabbit,3,0.095,0.17,w,r,2,417.4,299.4929317,305.3406999,470.9,294.618591,297.2071323,503,432.7704351,436.1149434,736.5,403.2654929,401.9979222,775.2,632.5731267,662.0107817,1796.3,1538.824867,1610.674993,1158.6,959.6030381,991.63151,1277.4,1160.055984,1146.411285,1268,1173.415934,1057.836412,1241.5,1230.164426,1233.10483,3104.5,3007.249222,2976.73927,3042.8,3228.753858,3327.387911,3210.3,3920.338726,3920.497519,3581.7,4450.467206,4461.939348,3655.5,4388.227089,4361.415435,295.1,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,305.3406999,297.2071323,436.1149434,403.2654929,662.0107817,1610.674993,991.63151,1160.055984,1173.415934,1233.10483,3007.249222,3228.753858,3920.338726,4450.467206,4361.415435,
123_41_child_MS_3_rain_Test_27_w_4_r,123,41,MS,ER1,rain,3,0.095,0.17,w,r,27,567.8,385.7981369,409.7991849,541.4,421.5458937,455.5423662,348.8,366.2306245,383.714527,645.9,665.2179463,669.1442524,668.5,671.9643279,669.2423594,1103,792.5863655,817.3027558,1056.6,873.9475077,909.4380649,647.9,807.7022701,823.8073098,1365.5,2155.36322,2224.056316,1610.6,1962.944219,2061.569929,2895.1,4206.072768,4101.671279,3130.4,3957.172191,3875.902337,3174,3588.400714,3678.271742,3399.5,3486.468808,3474.10538,3061.3,3393.456256,3380.125149,293.6,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,409.7991849,455.5423662,366.2306245,665.2179463,669.2423594,817.3027558,909.4380649,807.7022701,2155.36322,1962.944219,4101.671279,3875.902337,3588.400714,3474.10538,3380.125149,
123_41_child_MS_3_raisins_Test_60_r_4_r,123,41,MS,ER1,raisins,3,0.095,0.17,r,r,60,574.6,455.3633977,476.450073,527.2,460.7581163,469.9172007,477.7,487.4777509,498.5849593,506.3,491.9551115,495.491875,534.1,500.092119,502.7448663,1851.8,856.1908974,882.7706387,1202.4,924.1008829,961.1467769,1161.5,1004.941269,1022.530779,1164.7,1082.640615,1092.161265,1356.7,979.6310592,968.7139608,3278.2,3106.568666,3101.460536,3197.5,3635.770692,3596.12301,2857.3,3715.678239,3699.709775,2786.1,3623.088041,3585.465901,2782.3,3694.542404,3702.675474,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,476.450073,469.9172007,487.4777509,495.491875,502.7448663,882.7706387,961.1467769,1022.530779,1092.161265,979.6310592,3106.568666,3596.12301,3699.709775,3585.465901,3694.542404,
123_41_child_MS_3_red_Test_89_w_4_r,123,41,MS,ER1,red,3,0.095,0.17,w,r,89,518,390.2533769,406.4773914,511.8,323.2664994,334.246248,531.9,339.6468193,358.2178815,541,472.3080035,479.8559314,552.5,499.8188649,505.0097275,1161.4,2228.406455,3147.756856,1160.4,2906.979486,3146.583053,1058.9,1824.173856,1918.487591,1072.8,978.1044823,1004.16842,1228.7,999.1785509,1010.806864,3016.3,4191.903998,4096.476258,3082.5,4229.032855,4200.344621,2903.1,3143.657819,3140.519169,3098.1,2885.495064,2826.075113,3129.2,3054.110906,3052.956581,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,406.4773914,334.246248,358.2178815,479.8559314,505.0097275,2228.406455,2906.979486,1824.173856,1004.16842,1010.806864,4096.476258,4200.344621,3140.519169,2885.495064,3054.110906,
123_41_child_MS_3_red_Test_9_w_4_r,123,41,MS,ER1,red,3,0.095,0.17,w,r,9,492,474.3181668,475.9230222,493.7,474.8431181,471.0473865,512.4,483.782241,482.827323,513.6,511.8000457,512.5227164,591.4,506.565914,504.9778286,1675,2059.798864,896.1383313,1092,903.139415,823.7723361,1102.3,1050.825227,916.6755896,1184.4,1132.8227,1097.050407,1494.6,1111.414456,1087.066575,3055.8,4050.722837,4032.896488,2801.1,3803.349076,3831.245812,2532.4,4134.117388,4232.078415,2701.5,3752.617887,3749.680906,2815.2,3354.3046,3140.22011,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,475.9230222,474.8431181,483.782241,512.5227164,506.565914,1675,903.139415,1050.825227,1132.8227,1111.414456,4032.896488,3803.349076,4134.117388,3749.680906,3140.22011,
123_41_child_MS_3_ring_Test_40_w_4_r,123,41,MS,ER1,ring,3,0.095,0.17,w,r,40,533.4,646.7076806,660.789152,566.4,740.4213798,495.0931283,593.7,827.9958076,488.4894836,544.2,860.1582629,453.1069187,514.5,871.397495,419.3320323,838.2,2359.914339,2332.413301,861.5,2550.314087,751.6155475,899.7,2534.906923,830.6028923,931.4,2541.060856,870.7724594,1084.3,2481.17821,882.5544339,2824.2,3753.124077,3711.466014,2524.1,3795.726687,3778.3089,2571.1,3917.144196,2525.78575,2523,3812.253819,2508.611831,2659.1,3761.631262,2450.798375,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,646.7076806,566.4,593.7,544.2,514.5,2332.413301,861.5,899.7,931.4,1084.3,3711.466014,3778.3089,2571.1,2523,2659.1,
123_41_child_MS_3_rock_Test_88_w_4_r,123,41,MS,ER1,rock,3,0.095,0.17,w,r,88,675.8,307.9785948,418.9003419,579.9,305.1314303,723.467005,529.7,359.9220682,676.8535114,534,492.8431772,618.0835209,681.8,504.9663105,632.0086159,2236.2,2341.381804,2271.697447,2447,2362.47933,2384.51709,1721.2,2535.525226,2532.774483,2019.2,2537.660805,2470.256458,2383.7,2551.24164,2544.307597,3248.4,4380.287564,4354.801197,3595.1,4279.019848,4266.3323,2768.5,4262.154349,4282.7067,2775.1,4158.123108,4189.443307,3723.4,4166.647419,4220.653621,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,418.9003419,579.9,529.7,534,632.0086159,2271.697447,2384.51709,2532.774483,2470.256458,2544.307597,4354.801197,4266.3323,4262.154349,4158.123108,4166.647419,
123_41_child_MS_3_rocking_Test_38_w_4_r,123,41,MS,ER1,rocking,3,0.095,0.17,w,r,38,458.9,389.6573949,394.6313525,489.1,439.4964272,449.631165,528.5,496.6122157,497.5476156,751.2,502.2679964,507.7458366,805.5,445.496265,480.745894,2371.8,2461.420946,2461.448316,2089,2519.824513,2517.127655,1043.5,2639.320146,2574.767084,1956.9,791.4118072,807.328985,1458.5,789.7741972,790.1241521,3423.8,3479.533209,3476.567616,3175.2,3586.773172,3507.932717,2784,3935.988671,3986.819366,3906.4,3987.628716,3996.416456,3859.3,3960.141994,3954.341584,369,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,394.6313525,449.631165,497.5476156,507.7458366,480.745894,2461.420946,2517.127655,2574.767084,807.328985,790.1241521,3476.567616,3507.932717,3935.988671,3987.628716,3954.341584,
123_41_child_MS_3_running_Test_66_w_4_r,123,41,MS,ER1,running,3,0.095,0.17,w,r,66,794.1,316.1663097,320.789529,804.4,297.5328967,300.4965077,703.1,301.8066133,307.4967068,607.2,330.2620646,340.9503489,575.4,363.5730183,380.9151914,2021.6,831.6429662,838.5421568,2072.4,828.8840177,837.6883704,2371.7,787.0601435,795.86365,918.2,767.4772186,780.4844408,896.3,773.1412261,783.0818264,3187.7,4327.346839,4286.131663,3277.2,4319.473951,4334.097806,3552.4,4349.811723,4361.952776,2779.6,4130.331652,4141.60038,3064.4,4150.682751,4194.287265,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,320.789529,300.4965077,307.4967068,340.9503489,380.9151914,838.5421568,837.6883704,795.86365,780.4844408,783.0818264,4286.131663,4319.473951,4349.811723,4130.331652,4150.682751,
123_41_child_MS_3_waiting_Test_28_w_4_w,123,41,MS,UW1,waiting,3,0.095,0.17,w,w,28,526.8,402.1877599,410.6382518,528.9,477.4244272,488.3863945,543.8,514.1443837,518.4378229,560.9,541.2213637,544.1229766,556.5,554.4214813,556.6360314,1045,893.5472104,925.6903822,1038.1,987.736199,1003.653371,1045.9,998.6801192,1018.769056,1135.5,1015.451996,1022.437107,1304.3,1102.086868,1116.946097,2918.9,4108.215346,4042.576689,3039.8,3943.053101,3847.504203,3072.3,3884.301825,3897.271267,2816.8,4189.277934,3872.715155,2740.4,4320.208516,3846.206024,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,410.6382518,488.3863945,518.4378229,544.1229766,556.5,925.6903822,1003.653371,1018.769056,1022.437107,1116.946097,4042.576689,3847.504203,3884.301825,3872.715155,3846.206024,
123_41_child_MS_3_walk_Test_20_w_4_w,123,41,MS,UW1,walk,3,0.095,0.17,w,w,20,467.1,353.7946332,374.3518273,457.5,349.4870308,372.9174424,345,330.0565086,334.5386611,408.5,351.2755518,355.7881122,589.8,375.124753,384.3686843,1477,1224.148811,1277.771378,1628.3,1143.477467,1215.716588,1459.2,967.9939499,984.0273498,1418.2,929.1816404,954.2744516,1424.5,1002.488851,1044.237203,2537.4,3977.811487,3913.153606,2931.3,3996.131457,4101.020567,2893.1,3992.82595,3973.593059,2887.5,4214.540012,4180.397341,2629.9,4093.823768,4033.571315,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,374.3518273,372.9174424,334.5386611,355.7881122,384.3686843,1277.771378,1215.716588,984.0273498,954.2744516,1044.237203,3913.153606,3996.131457,3973.593059,4180.397341,4033.571315,
123_41_child_MS_3_washer_Test_53_w_4_w,123,41,MS,UW1,washer,3,0.095,0.17,w,w,53,534.3,406.2105998,419.0055972,570.7,539.3026668,530.9373701,561.6,570.643289,568.3063896,776.4,558.8385189,553.381653,753.9,528.6998076,535.7595536,2171.8,2270.609785,2262.814934,1002.6,2624.927079,2650.291319,987.5,922.3741908,2694.965018,2081.8,799.1007472,2525.655563,2202.6,820.7662252,826.417266,3290.6,4232.393151,4200.725362,3358.8,4101.5552,4091.993853,3820.7,4036.320964,3989.735871,4155.4,4125.404753,4125.285017,4158.8,4191.627598,4197.872747,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,419.0055972,539.3026668,568.3063896,558.8385189,535.7595536,2262.814934,2624.927079,987.5,2081.8,826.417266,4200.725362,4091.993853,3989.735871,4125.404753,4191.627598,
123_41_child_MS_3_watch_Test_31_w_4_w,123,41,MS,UW1,watch,3,0.095,0.17,w,w,31,526,353.5007033,375.107061,544.8,713.0102922,403.943294,537.9,675.8983812,386.4651773,544.8,571.6830544,515.0427243,569,530.1546077,521.4406533,2239.1,2332.284366,2319.864267,1678,2480.407083,2575.602119,1781.3,2603.962605,2639.940682,1823.6,2470.588807,2466.838036,938,2471.723348,2446.601455,3295.9,4399.323237,4390.011483,3016.9,4386.563149,4378.244156,2955.6,4324.30602,4270.889286,3112.3,3943.335084,3972.786458,3647.6,4337.676343,4496.996821,296.6,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,375.107061,544.8,537.9,544.8,530.1546077,2319.864267,2480.407083,2603.962605,2466.838036,2446.601455,4390.011483,4378.244156,4270.889286,3943.335084,4337.676343,
123_41_child_MS_3_water_Test_58_w_4_w,123,41,MS,UW1,water,3,0.095,0.17,w,w,58,635.1,636.6143939,645.2550116,650.3,615.6081318,614.1307242,725.1,667.1759306,654.1557472,766.7,732.2002939,730.5632893,727.4,780.7396493,788.8629523,2060.4,3104.595568,3048.640498,1774.2,3052.968238,3037.35099,1923.5,2884.857171,2860.903545,1609.7,2789.908229,2795.061987,1438.5,2751.47793,2708.930564,3110.6,4267.711105,4235.786327,3082.3,4366.112556,4388.67794,2865.5,4290.816425,4293.012598,2826.8,4251.377512,4249.645024,3014,4282.475928,4289.323525,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,636.6143939,615.6081318,667.1759306,732.2002939,780.7396493,3048.640498,3037.35099,2860.903545,2789.908229,2708.930564,4235.786327,4366.112556,4290.816425,4249.645024,4282.475928,
123_41_child_MS_3_web_Test_4_w_4_w,123,41,MS,UW1,web,3,0.095,0.17,w,w,4,534.8,356.4997788,369.2235638,538.1,312.7452534,334.2345991,533.9,355.4352791,403.5529896,534.8,496.3146524,497.9516313,546.1,520.0317682,520.4381688,1953.3,2187.461861,3094.558998,1181.1,2091.981594,3227.126203,1223.8,1814.441104,3123.980015,1242.3,1298.955361,1321.436905,1396.6,1270.52172,1285.299145,3058.1,4189.75965,4118.406078,3023.4,3258.768747,4319.48041,3151.3,3165.492385,4243.895616,3169.2,3185.15004,3178.151934,3189.7,3166.106971,3156.029492,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,369.2235638,334.2345991,403.5529896,497.9516313,520.4381688,2187.461861,2091.981594,1814.441104,1298.955361,1285.299145,4118.406078,3258.768747,3165.492385,3178.151934,3166.106971,
123_41_child_MS_3_wheel_Test_61_rw_4_w,123,41,MS,UW1,wheel,3,0.095,0.17,rw,w,61,496.2,445.6926765,451.1315539,517.6,461.1383231,467.101628,556.6,497.229927,500.5385939,579.7,529.9883889,535.6479029,605.3,554.2842584,556.9508873,1409.7,849.5932312,872.0721438,1360.2,1161.096101,1191.176842,1210.8,1326.34846,1345.470144,1480.4,1485.571038,1219.365828,1519.2,1515.852399,1479.116448,3081.3,3470.894192,3460.315791,3091.2,3036.008465,3696.283973,3012.6,3411.973862,3455.050342,2967.7,3307.38897,3490.515307,2997.1,3377.392455,3393.326502,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,451.1315539,467.101628,500.5385939,535.6479029,556.9508873,872.0721438,1191.176842,1326.34846,1480.4,1515.852399,3460.315791,3091.2,3411.973862,3307.38897,3377.392455,
123_41_child_MS_3_wind_Test_62_w_4_w,123,41,MS,UW1,wind,3,0.095,0.17,w,w,62,528.1,728.6415016,755.2156823,548.2,681.5022955,678.4982931,565.4,615.1908701,589.6685984,580.8,577.8420791,556.0056025,588,575.8559202,574.643464,1949.9,2766.173141,2632.424897,1106.2,2861.217115,2906.682971,1241.7,3134.072088,1543.54048,1148.8,1496.610086,1519.336576,1522.2,1437.654845,1511.078292,3083.2,3518.491787,3340.452335,3018.1,3718.318146,3426.96122,3080.5,4317.169205,3132.420284,2999.2,3229.991254,3220.800869,3232.7,3229.118131,3242.029346,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,728.6415016,678.4982931,589.6685984,577.8420791,575.8559202,2632.424897,2861.217115,1543.54048,1496.610086,1511.078292,3340.452335,3426.96122,3132.420284,3220.800869,3232.7,
123_41_child_MS_3_window_Test_55_rw_4_w,123,41,MS,UW1,window,3,0.095,0.17,rw,w,55,572.5,372.2537875,387.0390527,617.2,585.8856891,594.1516382,623.6,597.8699043,598.10655,631.8,579.0481017,595.6994396,624.1,588.5946717,601.3239077,2006.8,1973.256063,1973.616064,2220,2021.230574,2043.690489,2236.7,2267.364848,2261.780939,2428.2,2373.077115,2390.547838,2506.7,2428.344251,2433.434104,3106.5,3176.350123,3194.958185,3172.2,3150.249864,3119.311425,3205.9,3298.447058,3324.464629,3013.3,3409.330354,3436.033478,3001.6,3325.896059,3357.607514,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,387.0390527,594.1516382,598.10655,595.6994396,601.3239077,1973.616064,2043.690489,2261.780939,2390.547838,2433.434104,3176.350123,3150.249864,3298.447058,3409.330354,3325.896059,
