sound,word,test,ChildWordKey,tran,timeLab,f1,f2,f3,f3f2,ChildID
RealWordRep_043L49FS4,red,Test79,043L49FS4Test79red,r,469.1246272,340.6671003,1623.661091,3233.028416,1609.367326,C043
RealWordRep_043L49FS4,web,Test81,043L49FS4Test81web,w,475.2792277,320.8218169,2255.015752,3544.542731,1289.526979,C043
RealWordRep_043L49FS4,wet,Test83,043L49FS4Test83wet,w,483.0500618,943.8908394,2941.985034,4691.088934,1749.1039,C043
RealWordRep_043L49FS4,rock,Test89,043L49FS4Test89rock,$other,507.5919277,415.2896288,1985.608348,3476.757283,1491.148935,C043
RealWordRep_043L49FS4,rabbit,Test90,043L49FS4Test90rabbit,r,512.9234203,317.6810005,2520.574875,3433.448733,912.8738573,C043
RealWordRep_044L44FS3,red,Test4,044L44FS3Test4red,r:$w,219.8394582,613.81703,1422.306884,3303.294262,1880.987378,C044
RealWordRep_044L44FS3,rabbit,Test6,044L44FS3Test6rabbit,$other,277.3898746,740.0307224,2032.726377,3164.350284,1131.623907,C044
RealWordRep_044L44FS3,wet,Test8,044L44FS3Test8wet,w,293.5450871,629.6817093,1871.4651,3478.143727,1606.678627,C044
RealWordRep_044L44FS3,web,Test15,044L44FS3Test15web,w,510.2463755,1262.625474,2852.713692,4313.482864,1460.769172,C044
RealWordRep_044L44FS3,rock,Test16,044L44FS3Test16rock,r:$w,541.3178643,999.1955083,2120.997635,3268.544722,1147.547087,C044
RealWordRep_044L44FS3,water,Test20,044L44FS3Test20water,w,655.240998,656.4919342,2143.445235,3446.654525,1303.20929,C044
RealWordRep_044L44FS3,window,Test23,044L44FS3Test23window,w,723.5272965,1246.953562,3203.078098,4384.368556,1181.290457,C044
RealWordRep_044L44FS3,rain,Test26,044L44FS3Test26rain,$w:r,756.3482784,619.1249694,2278.505405,4014.880588,1736.375183,C044
RealWordRep_044L44FS3,washer,Test28,044L44FS3Test28washer,w,769.5758251,619.3152645,2637.013068,3748.717095,1111.704027,C044
RealWordRep_044L44FS3,rocking,Test29,044L44FS3Test29rocking,r,788.5027335,1178.015804,2259.926366,4114.193699,1854.267334,C044
RealWordRep_044L44FS3,wheel,Test30,044L44FS3Test30wheel,w,802.8520675,908.1920723,2374.661943,3798.883486,1424.221543,C044
RealWordRep_044L44FS3,waiting,Test31,044L44FS3Test31waiting,w,822.7077349,805.43534,1931.752844,3895.519628,1963.766785,C044
RealWordRep_044L44FS3,watch,Test33,044L44FS3Test33watch,w,877.4574636,546.8963323,2328.94215,4100.38841,1771.446261,C044
RealWordRep_044L44FS3,walk,Test38,044L44FS3Test38walk,w,975.3601484,880.5540868,1567.210044,3464.944383,1897.734339,C044
RealWordRep_044L44FS3,ring,Test39,044L44FS3Test39ring,$w,980.7412186,631.2150409,2078.064131,3580.362464,1502.298333,C044
RealWordRep_044L44FS3,raisins,Test53,044L44FS3Test53raisins,r,1158.297232,1341.665012,2652.351748,4613.396069,1961.044322,C044
RealWordRep_044L44FS3,reading,Test57,044L44FS3Test57reading,,1211.657503,1279.886191,2475.007189,3944.480462,1469.473273,C044
RealWordRep_044L44FS3,wind,Test58,044L44FS3Test58wind,,1251.218157,1335.328102,2978.039604,4383.657588,1405.617984,C044
RealWordRep_044L44FS3,running,Test69,044L44FS3Test69running,$w:r,1382.145095,1287.825335,2816.812304,3928.948753,1112.136449,C044
RealWordRep_044L44FS3,rock,Test76,044L44FS3Test76rock,r,1507.392896,952.2534855,2188.246074,3280.017281,1091.771207,C044
RealWordRep_044L44FS3,red,Test80,044L44FS3Test80red,$other,1542.807301,1167.447186,2326.783359,3898.866767,1572.083408,C044
RealWordRep_044L44FS3,wet,Test81,044L44FS3Test81wet,w,1548.255378,574.3818577,1958.948668,3085.199407,1126.250739,C044
RealWordRep_044L44FS3,rabbit,Test82,044L44FS3Test82rabbit,r,1557.870092,915.627812,2044.832512,4004.501481,1959.668969,C044
RealWordRep_044L44FS3,web,Test88,044L44FS3Test88web,w,1711.772499,574.3703148,1791.904351,3148.664266,1356.759915,C044
RealWordRep_046L46FA4,red,Test6,046L46FA4Test6red,r:$w,223.2545792,375.0094855,2459.494605,4012.718481,1553.223876,C046
RealWordRep_046L46FA4,rabbit,Test9,046L46FA4Test9rabbit,r:$w,253.5162286,594.1849315,2630.93264,3776.710752,1145.778113,C046
RealWordRep_046L46FA4,walk,Test10,046L46FA4Test10walk,$other,256.6782331,692.273218,1107.824622,3195.209564,2087.384942,C046
RealWordRep_046L46FA4,watch,Test11,046L46FA4Test11watch,w,259.952892,701.7483144,2501.874633,3929.28397,1427.409337,C046
RealWordRep_046L46FA4,wet,Test13,046L46FA4Test13wet,MissingData,270.4959964,449.9804464,2334.187068,3916.036475,1581.849407,C046
RealWordRep_046L46FA4,rock,Test15,046L46FA4Test15rock,$w,304.3312267,537.4498884,2376.224692,3621.705453,1245.480761,C046
RealWordRep_046L46FA4,web,Test17,046L46FA4Test17web,$r:w,356.1937237,319.4930316,1840.682068,3220.268432,1379.586364,C046
RealWordRep_046L46FA4,ring,Test26,046L46FA4Test26ring,$w:r,493.1308603,1767.619885,3249.620992,4630.517719,1380.896727,C046
RealWordRep_046L46FA4,wheel,Test31,046L46FA4Test31wheel,w,580.7208179,622.0968199,2518.602352,3875.569929,1356.967577,C046
RealWordRep_046L46FA4,wind,Test38,046L46FA4Test38wind,$r:w,800.3969486,374.0914768,2288.365704,3457.242309,1168.876605,C046
RealWordRep_046L46FA4,running,Test43,046L46FA4Test43running,$w,936.3854342,713.0183368,2222.475484,3391.481002,1169.005517,C046
RealWordRep_046L46FA4,window,Test47,046L46FA4Test47window,$r:w,969.0835534,398.9701984,2260.144293,3095.95216,835.8078675,C046
RealWordRep_046L46FA4,rain,Test52,046L46FA4Test52rain,r:$w,1015.670975,650.6448733,1673.228954,3252.540337,1579.311383,C046
RealWordRep_046L46FA4,rocking,Test58,046L46FA4Test58rocking,$w,1065.441653,744.7781949,2140.495165,3873.22635,1732.731185,C046
RealWordRep_046L46FA4,raisins,Test63,046L46FA4Test63raisins,$w:r,1101.131971,705.3183012,1340.589519,3351.795245,2011.205727,C046
RealWordRep_046L46FA4,waiting,Test70,046L46FA4Test70waiting,$other,1202.376951,784.6824974,2250.238528,3891.831968,1641.59344,C046
RealWordRep_046L46FA4,reading,Test71,046L46FA4Test71reading,MissingData,1208.606534,1120.623366,2820.460669,4023.921419,1203.46075,C046
RealWordRep_046L46FA4,rabbit,Test76,046L46FA4Test76rabbit,$w:r,1314.844274,1011.305961,2845.463366,4697.368979,1851.905614,C046
RealWordRep_046L46FA4,wet,Test78,046L46FA4Test78wet,w:$r,1360.284696,365.819204,1779.994353,3461.465988,1681.471635,C046
RealWordRep_046L46FA4,web,Test80,046L46FA4Test80web,w:$r,1401.563711,413.9366346,2331.435845,3495.182788,1163.746943,C046
RealWordRep_046L46FA4,rock,Test82,046L46FA4Test82rock,$w,1414.336891,669.3451416,2222.348335,3956.590096,1734.241761,C046
RealWordRep_046L46FA4,washer,Test84,046L46FA4Test84washer,w,1565.56532,937.1874725,3169.938267,4530.688648,1360.750382,C046
RealWordRep_046L46FA4,red,Test85,046L46FA4Test85red,r:$w,1584.912035,1370.638094,2980.037841,4106.935484,1126.897643,C046
RealWordRep_046L46FA4,water,Test87,046L46FA4Test87water,w,1671.791417,724.3422577,2725.500684,4101.236798,1375.736114,C046
RealWordRep_047L42MA3,web,Test2,047L42MA3Test2web,w:$r,201.0043228,778.4094794,1942.443461,3477.346014,1534.902553,C047
RealWordRep_047L42MA3,red,Test8,047L42MA3Test8red,$w:r,255.6473064,1015.2693,2378.637983,3571.617935,1192.979951,C047
RealWordRep_047L42MA3,rock,Test9,047L42MA3Test9rock,$w,259.6203666,850.4039341,1742.331128,3724.025535,1981.694408,C047
RealWordRep_047L42MA3,rabbit,Test11,047L42MA3Test11rabbit,$w,269.227523,1483.35221,2777.723394,4082.540721,1304.817327,C047
RealWordRep_047L42MA3,wet,Test12,047L42MA3Test12wet,w:$r,279.6208239,885.5328395,2379.45178,3531.084449,1151.632669,C047
RealWordRep_047L42MA3,running,Test29,047L42MA3Test29running,$w:r,468.8239207,282.4153337,2219.278628,3390.219675,1170.941047,C047
RealWordRep_047L42MA3,wheel,Test31,047L42MA3Test31wheel,w:$r,478.2471368,471.785244,2313.319908,3057.133311,743.8134029,C047
RealWordRep_047L42MA3,window,Test32,047L42MA3Test32window,w:$r,493.443521,1047.396022,2269.067986,3916.024936,1646.95695,C047
RealWordRep_047L42MA3,walk,Test37,047L42MA3Test37walk,w,581.3621339,1446.952314,2885.284919,4278.315367,1393.030448,C047
RealWordRep_047L42MA3,ring,Test38,047L42MA3Test38ring,$w:r,585.7588981,1464.84875,2554.803532,4074.969319,1520.165787,C047
RealWordRep_047L42MA3,rocking,Test40,047L42MA3Test40rocking,$w,593.9977914,1647.466519,3392.808176,5087.820837,1695.012661,C047
RealWordRep_047L42MA3,reading,Test54,047L42MA3Test54reading,$w,947.0701031,1713.042139,2141.008561,3802.464855,1661.456294,C047
RealWordRep_047L42MA3,waiting,Test62,047L42MA3Test62waiting,w:$r,1039.661184,582.845158,2127.522869,3372.655883,1245.133014,C047
RealWordRep_047L42MA3,washer,Test63,047L42MA3Test63washer,w,1065.871426,1208.030051,2322.799962,3740.072841,1417.272878,C047
RealWordRep_047L42MA3,watch,Test64,047L42MA3Test64watch,w,1070.464932,1658.736946,2807.072437,4153.644081,1346.571644,C047
RealWordRep_047L42MA3,wind,Test65,047L42MA3Test65wind,w:$r,1075.369537,1282.302932,2152.557877,3843.720903,1691.163026,C047
RealWordRep_047L42MA3,water,Test66,047L42MA3Test66water,w,1079.7567,656.6093053,3196.939729,4035.127676,838.1879473,C047
RealWordRep_047L42MA3,raisins,Test70,047L42MA3Test70raisins,$w:r,1102.999263,1400.644287,2080.256225,3391.658875,1311.40265,C047
RealWordRep_047L42MA3,rain,Test73,047L42MA3Test73rain,$w:r,1162.993873,1251.064999,2758.96526,4057.357838,1298.392578,C047
RealWordRep_047L42MA3,rabbit,Test76,047L42MA3Test76rabbit,$w:r,1184.828516,1069.346238,2261.463119,3941.873131,1680.410012,C047
RealWordRep_047L42MA3,web,Test77,047L42MA3Test77web,w:$r,1189.141765,1218.00105,2849.697789,3815.729977,966.0321883,C047
RealWordRep_047L42MA3,wet,Test82,047L42MA3Test82wet,w:$r,1242.410043,464.996929,1440.099373,3662.279458,2222.180084,C047
RealWordRep_047L42MA3,rock,Test85,047L42MA3Test85rock,$w,1257.385766,1304.819062,2658.871265,4292.25762,1633.386355,C047
RealWordRep_047L42MA3,red,Test89,047L42MA3Test89red,$w:r,1325.201137,1363.898071,1758.064256,3303.261114,1545.196858,C047
RealWordRep_050L48FS4,red,Test1,050L48FS4Test1red,$w,111.4230092,428.1045309,1882.001735,3557.623606,1675.621871,C050
RealWordRep_050L48FS4,rabbit,Test4,050L48FS4Test4rabbit,$w:r,132.1333483,730.1444867,1330.569444,4009.844304,2679.274859,C050
RealWordRep_050L48FS4,wet,Test6,050L48FS4Test6wet,w,147.6942232,673.2608966,2423.152005,3235.086899,811.9348935,C050
RealWordRep_050L48FS4,rock,Test11,050L48FS4Test11rock,$w,200.8249707,447.7591949,2389.486125,4143.015066,1753.528941,C050
RealWordRep_050L48FS4,web,Test13,050L48FS4Test13web,w,211.4351899,472.9984419,2506.141162,4097.580266,1591.439104,C050
RealWordRep_050L48FS4,waiting,Test23,050L48FS4Test23waiting,w,294.2113892,492.2294844,2703.746958,4183.349097,1479.60214,C050
RealWordRep_050L48FS4,walk,Test25,050L48FS4Test25walk,w,304.2334746,429.6509176,1088.588518,3701.710644,2613.122126,C050
RealWordRep_050L48FS4,window,Test29,050L48FS4Test29window,w,360.4308013,416.6384324,1722.379897,3870.595781,2148.215883,C050
RealWordRep_050L48FS4,ring,Test31,050L48FS4Test31ring,$w,368.9340365,412.2260643,2284.768835,3564.350475,1279.58164,C050
RealWordRep_050L48FS4,wheel,Test33,050L48FS4Test33wheel,w,382.0732209,493.0922646,1850.903647,3990.650604,2139.746957,C050
RealWordRep_050L48FS4,raisins,Test42,050L48FS4Test42raisins,$w,482.540612,441.602404,2255.019874,4415.684423,2160.66455,C050
RealWordRep_050L48FS4,watch,Test47,050L48FS4Test47watch,w,510.5303003,484.6786224,2374.786482,4105.704392,1730.917909,C050
RealWordRep_050L48FS4,running,Test53,050L48FS4Test53running,$w,536.8906825,389.4211883,1967.287605,3572.690971,1605.403366,C050
RealWordRep_050L48FS4,water,Test54,050L48FS4Test54water,w,540.781941,409.156484,1886.325856,4028.155399,2141.829543,C050
RealWordRep_050L48FS4,washer,Test56,050L48FS4Test56washer,w,548.6925204,405.0765972,2221.017257,3901.147957,1680.1307,C050
RealWordRep_050L48FS4,rocking,Test57,050L48FS4Test57rocking,$w,552.442796,408.576203,1741.612587,3902.612313,2160.999726,C050
RealWordRep_050L48FS4,reading,Test66,050L48FS4Test66reading,$w,613.3855343,445.2377342,1944.93276,3705.653522,1760.720762,C050
RealWordRep_050L48FS4,rain,Test67,050L48FS4Test67rain,$w,617.4807613,547.6844882,1949.761455,3858.670551,1908.909095,C050
RealWordRep_050L48FS4,wind,Test70,050L48FS4Test70wind,w,632.9556713,432.5112011,2247.078976,3778.842378,1531.763402,C050
RealWordRep_050L48FS4,web,Test75,050L48FS4Test75web,w,741.1299544,617.5446972,2005.413078,4206.612509,2201.199431,C050
RealWordRep_050L48FS4,wet,Test77,050L48FS4Test77wet,w,757.3536345,457.6921914,1832.606603,3360.892751,1528.286148,C050
RealWordRep_050L48FS4,rock,Test79,050L48FS4Test79rock,$w,774.371232,417.8421136,1603.054999,3357.415553,1754.360554,C050
RealWordRep_050L48FS4,rabbit,Test83,050L48FS4Test83rabbit,$w,809.321231,436.4874586,2023.023551,3406.859779,1383.836228,C050
RealWordRep_050L48FS4,red,Test87,050L48FS4Test87red,$w,848.2612713,551.9296312,769.8044132,3259.562512,2489.758098,C050
RealWordRep_051L41FS3,red,Test2,051L41FS3Test2red,$w:r,107.4643184,665.1590767,2035.590116,3842.134758,1806.544642,C051
RealWordRep_051L41FS3,web,Test8,051L41FS3Test8web,w:$r,156.8255527,388.2205171,2576.702046,3865.282211,1288.580165,C051
RealWordRep_051L41FS3,wet,Test9,051L41FS3Test9wet,$other,165.8301993,407.9670354,1988.982934,3724.066229,1735.083295,C051
RealWordRep_051L41FS3,rabbit,Test10,051L41FS3Test10rabbit,$w:r,203.7477725,493.8576609,2509.937392,4244.347932,1734.41054,C051
RealWordRep_051L41FS3,rock,Test12,051L41FS3Test12rock,$other,227.4076101,434.511254,1941.875981,3567.882608,1626.006627,C051
RealWordRep_051L41FS3,washer,Test18,051L41FS3Test18washer,w,261.1592199,411.3264124,1790.964397,3126.294739,1335.330342,C051
RealWordRep_051L41FS3,wheel,Test21,051L41FS3Test21wheel,w,274.7250108,489.9291011,1918.199106,2625.125831,706.9267243,C051
RealWordRep_051L41FS3,ring,Test26,051L41FS3Test26ring,$w:r,308.0012543,993.9456417,1445.997297,3077.28696,1631.289663,C051
RealWordRep_051L41FS3,rain,Test27,051L41FS3Test27rain,$w:r,312.4924754,398.8672664,2063.218538,3592.210899,1528.992361,C051
RealWordRep_051L41FS3,window,Test33,051L41FS3Test33window,$other,338.5060846,385.1289139,2349.450205,3654.368212,1304.918007,C051
RealWordRep_051L41FS3,rocking,Test34,051L41FS3Test34rocking,$w:r,342.0647635,437.2076599,2285.212297,3300.966072,1015.753776,C051
RealWordRep_051L41FS3,watch,Test43,051L41FS3Test43watch,w:$r,451.1530507,1144.277663,1429.756861,3348.258331,1918.501471,C051
RealWordRep_051L41FS3,walk,Test45,051L41FS3Test45walk,w:$r,472.501464,444.8405818,2292.46099,3527.722072,1235.261082,C051
RealWordRep_051L41FS3,water,Test57,051L41FS3Test57water,$other,574.3127381,501.0076052,2746.767639,4388.008816,1641.241177,C051
RealWordRep_051L41FS3,waiting,Test60,051L41FS3Test60waiting,$other,587.0707623,445.2880622,1712.831917,3125.77108,1412.939163,C051
RealWordRep_051L41FS3,reading,Test61,051L41FS3Test61reading,r:$w,601.3645563,403.9746507,1871.084341,3263.801455,1392.717114,C051
RealWordRep_051L41FS3,wind,Test62,051L41FS3Test62wind,$other,604.6574041,385.9682999,2565.996605,3416.85366,850.8570546,C051
RealWordRep_051L41FS3,running,Test72,051L41FS3Test72running,$w,762.7865616,394.2255681,2046.802959,3351.954072,1305.151113,C051
RealWordRep_051L41FS3,rock,Test76,051L41FS3Test76rock,$w,806.2656316,601.1858266,1436.875268,3275.786505,1838.911237,C051
RealWordRep_051L41FS3,rabbit,Test80,051L41FS3Test80rabbit,$w:r,849.9742759,433.1982893,2767.585931,4187.488408,1419.902477,C051
RealWordRep_051L41FS3,red,Test81,051L41FS3Test81red,$other,858.5982625,355.3250695,2098.476054,3799.718692,1701.242639,C051
RealWordRep_051L41FS3,web,Test84,051L41FS3Test84web,$other,887.4547803,365.1329056,2642.067344,4061.763981,1419.696637,C051
RealWordRep_051L41FS3,wet,Test86,051L41FS3Test86wet,$other,911.6260134,348.6447002,2091.794601,3601.736873,1509.942272,C051
RealWordRep_052L43MS3,wet,Test3,052L43MS3Test3wet,w,55.93643055,672.7232801,1942.704717,3528.737891,1586.033173,C052
RealWordRep_052L43MS3,red,Test5,052L43MS3Test5red,r,68.49998501,1401.169328,2111.708468,3794.316069,1682.607601,C052
RealWordRep_052L43MS3,rock,Test12,052L43MS3Test12rock,r,103.331083,1671.5294,2800.240286,4218.212988,1417.972702,C052
RealWordRep_052L43MS3,web,Test14,052L43MS3Test14web,w,123.3349496,1326.458962,2877.613472,4214.398153,1336.784681,C052
RealWordRep_052L43MS3,rabbit,Test16,052L43MS3Test16rabbit,r,135.9161656,904.6963705,2117.922081,3476.789323,1358.867241,C052
RealWordRep_052L43MS3,wheel,Test17,052L43MS3Test17wheel,w,139.7219004,1500.084045,2807.432529,3980.411537,1172.979008,C052
RealWordRep_052L43MS3,washer,Test23,052L43MS3Test23washer,w,217.2355384,755.13379,2119.726111,3779.727349,1660.001238,C052
RealWordRep_052L43MS3,rain,Test24,052L43MS3Test24rain,r,221.5010813,1305.425151,3080.739125,4296.139041,1215.399916,C052
RealWordRep_052L43MS3,rocking,Test35,052L43MS3Test35rocking,r,294.2259263,1449.299688,2800.460207,4139.973672,1339.513465,C052
RealWordRep_052L43MS3,window,Test36,052L43MS3Test36window,w,298.8313787,1627.600773,3311.856711,4310.235516,998.3788053,C052
RealWordRep_052L43MS3,watch,Test39,052L43MS3Test39watch,w,320.9167943,1089.33292,2551.016406,3988.158461,1437.142054,C052
RealWordRep_052L43MS3,waiting,Test46,052L43MS3Test46waiting,w,379.6063715,708.9304808,3019.748725,3254.631136,234.882411,C052
RealWordRep_052L43MS3,wind,Test48,052L43MS3Test48wind,w,393.4562556,1752.749758,3069.54805,4312.766754,1243.218704,C052
RealWordRep_052L43MS3,reading,Test49,052L43MS3Test49reading,r,398.37563,1382.236477,2961.452104,4209.68748,1248.235376,C052
RealWordRep_052L43MS3,ring,Test55,052L43MS3Test55ring,r,440.1489638,1315.948953,2904.457347,4442.53443,1538.077083,C052
RealWordRep_052L43MS3,water,Test60,052L43MS3Test60water,w,477.2494871,1110.175844,2447.686944,3749.231929,1301.544985,C052
RealWordRep_052L43MS3,raisins,Test62,052L43MS3Test62raisins,r,486.6006951,1320.616042,2854.44562,4406.841191,1552.395571,C052
RealWordRep_052L43MS3,running,Test73,052L43MS3Test73running,r,544.5482532,723.8099089,2077.416282,3773.681462,1696.26518,C052
RealWordRep_052L43MS3,walk,Test74,052L43MS3Test74walk,w,550.4189398,817.720922,2530.17402,4085.125724,1554.951704,C052
RealWordRep_052L43MS3,wet,Test76,052L43MS3Test76wet,w,561.8590966,1357.533966,2020.840872,3580.068661,1559.227789,C052
RealWordRep_052L43MS3,web,Test77,052L43MS3Test77web,w,566.1372975,1585.851836,2868.972916,3919.474084,1050.501168,C052
RealWordRep_052L43MS3,rabbit,Test82,052L43MS3Test82rabbit,r,597.4872648,1273.482735,2511.823502,3883.662418,1371.838915,C052
RealWordRep_052L43MS3,red,Test89,052L43MS3Test89red,r,633.6247472,1227.14577,2343.584347,3450.686713,1107.102366,C052
RealWordRep_052L43MS3,rock,Test90,052L43MS3Test90rock,r,639.0035622,1519.371885,3097.13309,4609.526682,1512.393592,C052
RealWordRep_053L47MS4,red,Test3,053L47MS4Test3red,$w:r,173.9021291,875.5688644,2031.736153,3729.108744,1697.372591,C053
RealWordRep_053L47MS4,web,Test7,053L47MS4Test7web,w,207.5998854,573.8635822,2581.44994,4269.376837,1687.926897,C053
RealWordRep_053L47MS4,rabbit,Test8,053L47MS4Test8rabbit,$w,238.3338007,577.7311615,1628.486658,3765.734356,2137.247698,C053
RealWordRep_053L47MS4,rock,Test12,053L47MS4Test12rock,$w:r,273.8790209,666.2359676,1622.008989,3846.995893,2224.986904,C053
RealWordRep_053L47MS4,wet,Test16,053L47MS4Test16wet,w,304.9629791,575.2287698,1659.611661,3530.968754,1871.357093,C053
RealWordRep_053L47MS4,rain,Test19,053L47MS4Test19rain,$w:r,317.7609119,632.5304275,1572.237942,3945.901995,2373.664053,C053
RealWordRep_053L47MS4,raisins,Test20,053L47MS4Test20raisins,r,322.4675231,757.4200936,1947.183594,3030.685825,1083.502231,C053
RealWordRep_053L47MS4,watch,Test24,053L47MS4Test24watch,w,341.1589335,411.3563311,1972.590482,3558.890109,1586.299627,C053
RealWordRep_053L47MS4,running,Test28,053L47MS4Test28running,r:$w,360.7693976,577.8986191,1714.351555,3625.402245,1911.050691,C053
RealWordRep_053L47MS4,wheel,Test32,053L47MS4Test32wheel,w,397.4599364,460.6808478,1986.006167,3624.192172,1638.186005,C053
RealWordRep_053L47MS4,wind,Test35,053L47MS4Test35wind,w,424.1904264,637.6251268,1844.956956,3947.257845,2102.300888,C053
RealWordRep_053L47MS4,ring,Test44,053L47MS4Test44ring,$w:r,504.5474268,556.6882018,1683.376396,3943.020948,2259.644552,C053
RealWordRep_053L47MS4,waiting,Test49,053L47MS4Test49waiting,w,531.1175499,446.4610645,2415.032437,4023.614276,1608.581839,C053
RealWordRep_053L47MS4,rocking,Test52,053L47MS4Test52rocking,$w:r,542.3497034,773.5735893,1431.783973,3725.081646,2293.297673,C053
RealWordRep_053L47MS4,washer,Test54,053L47MS4Test54washer,w,549.358756,352.817417,1841.09855,3577.544593,1736.446043,C053
RealWordRep_053L47MS4,window,Test58,053L47MS4Test58window,w,572.5171319,395.2777471,1253.25252,3795.183857,2541.931337,C053
RealWordRep_053L47MS4,water,Test62,053L47MS4Test62water,w,600.6903157,717.7889403,2449.657122,4041.950293,1592.293171,C053
RealWordRep_053L47MS4,walk,Test65,053L47MS4Test65walk,w,616.933322,520.6709536,2186.191818,3974.766837,1788.575019,C053
RealWordRep_053L47MS4,web,Test76,053L47MS4Test76web,w,684.8455806,582.4860364,2335.467708,4028.310462,1692.842754,C053
RealWordRep_053L47MS4,rabbit,Test79,053L47MS4Test79rabbit,$other,708.0750957,769.5392454,2345.774223,3277.350803,931.5765803,C053
RealWordRep_053L47MS4,wet,Test83,053L47MS4Test83wet,w,743.2311082,614.3157009,2770.376839,4548.735309,1778.35847,C053
RealWordRep_053L47MS4,rock,Test85,053L47MS4Test85rock,r:$w,750.8083296,533.9034833,1535.221667,3991.509435,2456.287769,C053
RealWordRep_053L47MS4,red,Test86,053L47MS4Test86red,$w:r,754.2938322,623.7512831,1588.890185,3822.061805,2233.17162,C053
RealWordRep_057L46MS4,web,Test3,057L46MS4Test3web,w:$r,124.4127983,434.4104582,2316.885165,4186.603479,1869.718314,C057
RealWordRep_057L46MS4,rabbit,Test11,057L46MS4Test11rabbit,r:$w,363.8669829,966.3444066,2441.062616,4027.928853,1586.866237,C057
RealWordRep_057L46MS4,rock,Test13,057L46MS4Test13rock,$w,424.3472226,593.1753096,2305.228487,3007.412739,702.1842525,C057
RealWordRep_057L46MS4,wet,Test14,057L46MS4Test14wet,w,432.3714786,371.6922776,1315.6612,3101.454519,1785.793319,C057
RealWordRep_057L46MS4,reading,Test21,057L46MS4Test21reading,$other,556.3974691,678.7724017,2124.262123,3424.185375,1299.923253,C057
RealWordRep_057L46MS4,rain,Test41,057L46MS4Test41rain,r:$w,837.2879469,459.8976185,2369.685539,3721.114767,1351.429228,C057
RealWordRep_057L46MS4,waiting,Test42,057L46MS4Test42waiting,w,842.3221264,614.0740096,2122.440511,3811.371127,1688.930616,C057
RealWordRep_057L46MS4,rocking,Test44,057L46MS4Test44rocking,$w:r,892.1428142,876.5244038,2163.066407,3700.869309,1537.802903,C057
RealWordRep_057L46MS4,window,Test50,057L46MS4Test50window,w,1052.484717,708.2081924,1862.404804,3100.629633,1238.22483,C057
RealWordRep_057L46MS4,watch,Test51,057L46MS4Test51watch,w,1066.051348,568.2618662,2456.045556,3926.193475,1470.147919,C057
RealWordRep_057L46MS4,washer,Test52,057L46MS4Test52washer,w,1103.549941,474.2879565,2278.992068,3497.178413,1218.186345,C057
RealWordRep_057L46MS4,wheel,Test58,057L46MS4Test58wheel,w,1131.759771,472.752747,2488.97282,3883.264027,1394.291206,C057
RealWordRep_057L46MS4,wind,Test60,057L46MS4Test60wind,$r:w,1138.891704,647.6756583,2505.586991,3897.955339,1392.368348,C057
RealWordRep_057L46MS4,ring,Test65,057L46MS4Test65ring,$w,1161.774929,569.9830555,2028.376818,3379.551539,1351.174721,C057
RealWordRep_057L46MS4,walk,Test69,057L46MS4Test69walk,w,1190.866738,479.8967013,2556.988346,3790.940122,1233.951776,C057
RealWordRep_057L46MS4,water,Test71,057L46MS4Test71water,w,1201.921557,321.136623,2368.468461,3907.170707,1538.702247,C057
RealWordRep_057L46MS4,running,Test73,057L46MS4Test73running,r:$w,1209.820327,572.0694671,1782.032119,3362.583947,1580.551828,C057
RealWordRep_057L46MS4,wet,Test75,057L46MS4Test75wet,w,1217.790096,479.2428444,2873.935367,4007.358994,1133.423627,C057
RealWordRep_057L46MS4,rabbit,Test77,057L46MS4Test77rabbit,$w:r,1225.101645,768.1060207,3046.839613,4499.537702,1452.698089,C057
RealWordRep_057L46MS4,red,Test79,057L46MS4Test79red,r,1235.898899,775.4859911,2209.730415,3957.146796,1747.416381,C057
RealWordRep_057L46MS4,web,Test80,057L46MS4Test80web,w:$r,1239.481383,460.7354589,2520.844885,3856.145523,1335.300638,C057
RealWordRep_057L46MS4,rock,Test89,057L46MS4Test89rock,$w,1281.7062,389.5828066,2264.317727,3473.299907,1208.98218,C057
RealWordRep_058L48FS4,wet,Test2,058L48FS4Test2wet,w,178.1346345,684.9695918,2296.181187,3695.180838,1398.999651,C058
RealWordRep_058L48FS4,web,Test5,058L48FS4Test5web,w,215.2796184,606.9939559,2319.240177,3619.333,1300.092823,C058
RealWordRep_058L48FS4,rabbit,Test8,058L48FS4Test8rabbit,$w,239.6440267,606.9954954,2332.930749,3674.317955,1341.387207,C058
RealWordRep_058L48FS4,red,Test10,058L48FS4Test10red,$w,249.3660986,596.1773421,2315.874776,3639.844838,1323.970062,C058
RealWordRep_058L48FS4,rock,Test11,058L48FS4Test11rock,$w,256.4167417,669.9213429,2587.589173,3701.442268,1113.853095,C058
RealWordRep_058L48FS4,walk,Test17,058L48FS4Test17walk,w,345.4568277,660.5512454,2641.974372,3983.329694,1341.355322,C058
RealWordRep_058L48FS4,washer,Test20,058L48FS4Test20washer,w,375.937816,562.3262382,2403.920951,3584.912686,1180.991736,C058
RealWordRep_058L48FS4,rain,Test23,058L48FS4Test23rain,$w,405.3959649,657.0212221,2274.76456,3463.070257,1188.305697,C058
RealWordRep_058L48FS4,rocking,Test24,058L48FS4Test24rocking,$w,411.5067735,680.2064764,2125.758893,3683.673253,1557.91436,C058
